review,reply,label,style
"Honestly, the podcast turned out terrible.",Sorry the podcast let you down — thanks for the feedback.,0,standard
This book left me feeling it was superb.,That's great to hear about this book!,1,standard
"Honestly, this course turned out disappointing.",We apologize for the trouble with this course.,0,standard
The flight was genuinely poorly made.,"Sorry about that experience with the flight, we'll do better.",0,standard
"The movie was top-notch, overall.","That's wonderful, thanks for letting us know about the movie!",1,standard
I found this camera to be mediocre.,Sorry this camera let you down — thanks for the feedback.,0,standard
My experience with this book was unreliable.,"Sorry about that experience with this book, we'll do better.",0,standard
My experience with this camera was wonderful.,That's great to hear about this camera!,1,standard
"Honestly, the podcast turned out mediocre.","That sounds frustrating, we'll look into the podcast.",0,standard
I found the customer support to be impressive.,Love that! Thanks for the kind words about the customer support.,1,standard
This software update was genuinely disappointing.,Sorry to hear this software update didn't work out.,0,standard
"Honestly, this bakery turned out outstanding.","That's wonderful, thanks for letting us know about this bakery!",1,standard
The movie left me feeling it was frustrating.,Sorry the movie let you down — thanks for the feedback.,0,standard
"Honestly, the movie turned out terrible.",We apologize for the trouble with the movie.,0,standard
The service was genuinely wonderful.,Love that! Thanks for the kind words about the service.,1,standard
"Honestly, this game turned out second-rate.",Sorry this game let you down — thanks for the feedback.,0,standard
I found the coffee to be second-rate.,Sorry the coffee let you down — thanks for the feedback.,0,standard
"The hotel room was top-notch, overall.","That's wonderful, thanks for letting us know about the hotel room!",1,standard
I found the hotel room to be subpar.,"That's disappointing to hear about the hotel room, sorry about that.",0,standard
I found this software update to be great.,"That's wonderful, thanks for letting us know about this software update!",1,standard
"This course was frustrating, overall.","That sounds frustrating, we'll look into this course.",0,standard
I found the service to be impressive.,Love that! Thanks for the kind words about the service.,1,standard
"The customer support was impressive, overall.","That's wonderful, thanks for letting us know about the customer support!",1,standard
The movie left me feeling it was outstanding.,"That's wonderful, thanks for letting us know about the movie!",1,standard
"This phone was wonderful, overall.",That's great to hear about this phone!,1,standard
I found the movie to be unsatisfactory.,"That sounds frustrating, we'll look into the movie.",0,standard
The delivery was genuinely disappointing.,We apologize for the trouble with the delivery.,0,standard
"Honestly, the customer support turned out enjoyable.","Awesome, sounds like the customer support really impressed you!",1,standard
I found this laptop to be second-rate.,We apologize for the trouble with this laptop.,0,standard
My experience with this game was wonderful.,"Awesome, sounds like this game really impressed you!",1,standard
My experience with the coffee was impressive.,That's great to hear about the coffee!,1,standard
The new album left me feeling it was well-made.,"That's wonderful, thanks for letting us know about the new album!",1,standard
This bakery left me feeling it was excellent.,"Awesome, sounds like this bakery really impressed you!",1,standard
"In my opinion, this course is poorly made.",Sorry to hear this course didn't work out.,0,standard
My experience with the service was top-notch.,That's great to hear about the service!,1,standard
My experience with the coffee was reliable.,"Awesome, sounds like the coffee really impressed you!",1,standard
"Honestly, this camera turned out well-made.",That's great to hear about this camera!,1,standard
"The delivery was satisfying, overall.",Thanks for sharing — happy the delivery worked out so well!,1,standard
I found this software update to be terrible.,Sorry this software update let you down — thanks for the feedback.,0,standard
My experience with the podcast was fantastic.,Thanks for sharing — happy the podcast worked out so well!,1,standard
"This phone was underwhelming, overall.",Sorry this phone let you down — thanks for the feedback.,0,standard
"Honestly, the concert turned out terrible.",Sorry the concert let you down — thanks for the feedback.,0,standard
The movie left me feeling it was top-notch.,That's great to hear about the movie!,1,standard
My experience with the coffee was unreliable.,Sorry the coffee let you down — thanks for the feedback.,0,standard
This jacket was genuinely boring.,Sorry to hear this jacket didn't work out.,0,standard
The coffee was genuinely top-notch.,"Awesome, sounds like the coffee really impressed you!",1,standard
This course left me feeling it was mediocre.,"That's disappointing to hear about this course, sorry about that.",0,standard
I found the new album to be excellent.,That's great to hear about the new album!,1,standard
"Honestly, this software update turned out mediocre.",We apologize for the trouble with this software update.,0,standard
"In my opinion, this game is mediocre.","That's disappointing to hear about this game, sorry about that.",0,standard
"In my opinion, the concert is unreliable.","That sounds frustrating, we'll look into the concert.",0,standard
This app left me feeling it was great.,That's great to hear about this app!,1,standard
The movie left me feeling it was mediocre.,Sorry to hear the movie didn't work out.,0,standard
This book was genuinely unsatisfactory.,"That's disappointing to hear about this book, sorry about that.",0,standard
"The hotel room was impressive, overall.","Awesome, sounds like the hotel room really impressed you!",1,standard
The coffee was genuinely satisfying.,"That's wonderful, thanks for letting us know about the coffee!",1,standard
"In my opinion, this book is reliable.",So glad you loved this book!,1,standard
I found the restaurant to be outstanding.,Love that! Thanks for the kind words about the restaurant.,1,standard
"This jacket was superb, overall.",Love that! Thanks for the kind words about this jacket.,1,standard
My experience with this bakery was second-rate.,"That's disappointing to hear about this bakery, sorry about that.",0,standard
I found the gym membership to be excellent.,"Awesome, sounds like the gym membership really impressed you!",1,standard
The flight left me feeling it was subpar.,Sorry the flight let you down — thanks for the feedback.,0,standard
"Honestly, this camera turned out satisfying.","Awesome, sounds like this camera really impressed you!",1,standard
I found this course to be subpar.,"Sorry about that experience with this course, we'll do better.",0,standard
This show left me feeling it was well-made.,Thanks for sharing — happy this show worked out so well!,1,standard
"In my opinion, the concert is frustrating.","Sorry about that experience with the concert, we'll do better.",0,standard
"In my opinion, the concert is top-notch.",Love that! Thanks for the kind words about the concert.,1,standard
"Honestly, the new album turned out excellent.",So glad you loved the new album!,1,standard
My experience with this software update was unsatisfactory.,"That sounds frustrating, we'll look into this software update.",0,standard
My experience with the museum was disappointing.,Sorry to hear the museum didn't work out.,0,standard
My experience with this software update was poorly made.,"That sounds frustrating, we'll look into this software update.",0,standard
The hotel room was genuinely subpar.,Sorry the hotel room let you down — thanks for the feedback.,0,standard
My experience with this show was disappointing.,"That's disappointing to hear about this show, sorry about that.",0,standard
I found this book to be mediocre.,"That's disappointing to hear about this book, sorry about that.",0,standard
"In my opinion, this phone is superb.","Awesome, sounds like this phone really impressed you!",1,standard
This recipe was genuinely subpar.,"That sounds frustrating, we'll look into this recipe.",0,standard
The gym membership was genuinely impressive.,Thanks for sharing — happy the gym membership worked out so well!,1,standard
"Honestly, the museum turned out frustrating.","That's disappointing to hear about the museum, sorry about that.",0,standard
"In my opinion, the movie is terrible.","That's disappointing to hear about the movie, sorry about that.",0,standard
My experience with this jacket was disappointing.,"That's disappointing to hear about this jacket, sorry about that.",0,standard
I found this game to be boring.,Sorry to hear this game didn't work out.,0,standard
"This show was excellent, overall.","Awesome, sounds like this show really impressed you!",1,standard
I found the flight to be impressive.,Love that! Thanks for the kind words about the flight.,1,standard
"Honestly, this app turned out superb.",Love that! Thanks for the kind words about this app.,1,standard
This app left me feeling it was subpar.,Sorry to hear this app didn't work out.,0,standard
I found this software update to be impressive.,Love that! Thanks for the kind words about this software update.,1,standard
My experience with the gym membership was poorly made.,Sorry the gym membership let you down — thanks for the feedback.,0,standard
I found this laptop to be poorly made.,"Sorry about that experience with this laptop, we'll do better.",0,standard
My experience with this book was subpar.,Sorry this book let you down — thanks for the feedback.,0,standard
"The hotel room was unreliable, overall.","That sounds frustrating, we'll look into the hotel room.",0,standard
"The podcast was subpar, overall.","Sorry about that experience with the podcast, we'll do better.",0,standard
This bakery was genuinely wonderful.,"Awesome, sounds like this bakery really impressed you!",1,standard
"Honestly, the podcast turned out enjoyable.",That's great to hear about the podcast!,1,standard
"Honestly, this camera turned out outstanding.",So glad you loved this camera!,1,standard
"The museum was excellent, overall.",Love that! Thanks for the kind words about the museum.,1,standard
"Honestly, this course turned out terrible.",Sorry to hear this course didn't work out.,0,standard
This camera was genuinely wonderful.,"That's wonderful, thanks for letting us know about this camera!",1,standard
"This camera was underwhelming, overall.","That's disappointing to hear about this camera, sorry about that.",0,standard
"The movie was outstanding, overall.",Love that! Thanks for the kind words about the movie.,1,standard
I found this phone to be reliable.,Thanks for sharing — happy this phone worked out so well!,1,standard
"Honestly, the coffee turned out enjoyable.",That's great to hear about the coffee!,1,standard
My experience with the new album was excellent.,Thanks for sharing — happy the new album worked out so well!,1,standard
"This show was wonderful, overall.",Love that! Thanks for the kind words about this show.,1,standard
The gym membership left me feeling it was subpar.,Sorry to hear the gym membership didn't work out.,0,standard
"In my opinion, this software update is mediocre.","That sounds frustrating, we'll look into this software update.",0,standard
The gym membership left me feeling it was unsatisfactory.,We apologize for the trouble with the gym membership.,0,standard
"This phone was top-notch, overall.","That's wonderful, thanks for letting us know about this phone!",1,standard
"Honestly, this course turned out superb.",So glad you loved this course!,1,standard
The new album was genuinely enjoyable.,Love that! Thanks for the kind words about the new album.,1,standard
"The new album was unsatisfactory, overall.","That's disappointing to hear about the new album, sorry about that.",0,standard
"The restaurant was unsatisfactory, overall.","That's disappointing to hear about the restaurant, sorry about that.",0,standard
"In my opinion, the coffee is boring.","Sorry about that experience with the coffee, we'll do better.",0,standard
I found the delivery to be mediocre.,Sorry the delivery let you down — thanks for the feedback.,0,standard
The museum left me feeling it was poorly made.,We apologize for the trouble with the museum.,0,standard
I found the hotel room to be excellent.,That's great to hear about the hotel room!,1,standard
My experience with the restaurant was mediocre.,Sorry the restaurant let you down — thanks for the feedback.,0,standard
"This bakery was mediocre, overall.","That's disappointing to hear about this bakery, sorry about that.",0,standard
This jacket was genuinely underwhelming.,"Sorry about that experience with this jacket, we'll do better.",0,standard
"In my opinion, this book is frustrating.","That sounds frustrating, we'll look into this book.",0,standard
The service was genuinely awful.,"That sounds frustrating, we'll look into the service.",0,standard
"Honestly, this app turned out unsatisfactory.","Sorry about that experience with this app, we'll do better.",0,standard
"In my opinion, the podcast is frustrating.","Sorry about that experience with the podcast, we'll do better.",0,standard
"This bakery was wonderful, overall.","That's wonderful, thanks for letting us know about this bakery!",1,standard
The customer support was genuinely outstanding.,"Awesome, sounds like the customer support really impressed you!",1,standard
"This laptop was satisfying, overall.",So glad you loved this laptop!,1,standard
"Honestly, this bakery turned out unreliable.","That's disappointing to hear about this bakery, sorry about that.",0,standard
"In my opinion, the flight is underwhelming.",Sorry the flight let you down — thanks for the feedback.,0,standard
I found the delivery to be disappointing.,"That's disappointing to hear about the delivery, sorry about that.",0,standard
The hotel room was genuinely great.,"Awesome, sounds like the hotel room really impressed you!",1,standard
The gym membership was genuinely satisfying.,"That's wonderful, thanks for letting us know about the gym membership!",1,standard
"Honestly, this game turned out well-made.",That's great to hear about this game!,1,standard
I found the restaurant to be disappointing.,"That sounds frustrating, we'll look into the restaurant.",0,standard
The delivery was genuinely well-made.,"That's wonderful, thanks for letting us know about the delivery!",1,standard
"Honestly, the hotel room turned out superb.","Awesome, sounds like the hotel room really impressed you!",1,standard
My experience with the movie was unreliable.,"That's disappointing to hear about the movie, sorry about that.",0,standard
My experience with this book was fantastic.,That's great to hear about this book!,1,standard
"Honestly, this book turned out impressive.","Awesome, sounds like this book really impressed you!",1,standard
"This course was terrible, overall.","Sorry about that experience with this course, we'll do better.",0,standard
"In my opinion, this camera is fantastic.",So glad you loved this camera!,1,standard
This course left me feeling it was superb.,"Awesome, sounds like this course really impressed you!",1,standard
"Honestly, the delivery turned out disappointing.","That's disappointing to hear about the delivery, sorry about that.",0,standard
The gym membership was genuinely outstanding.,"That's wonderful, thanks for letting us know about the gym membership!",1,standard
The service left me feeling it was top-notch.,"Awesome, sounds like the service really impressed you!",1,standard
"In my opinion, this software update is top-notch.",Thanks for sharing — happy this software update worked out so well!,1,standard
My experience with the new album was well-made.,"That's wonderful, thanks for letting us know about the new album!",1,standard
"Honestly, the gym membership turned out mediocre.","That sounds frustrating, we'll look into the gym membership.",0,standard
My experience with this game was terrible.,We apologize for the trouble with this game.,0,standard
This laptop was genuinely satisfying.,So glad you loved this laptop!,1,standard
My experience with the customer support was unsatisfactory.,"That sounds frustrating, we'll look into the customer support.",0,standard
The flight left me feeling it was wonderful.,Thanks for sharing — happy the flight worked out so well!,1,standard
This recipe left me feeling it was underwhelming.,Sorry this recipe let you down — thanks for the feedback.,0,standard
The gym membership left me feeling it was reliable.,That's great to hear about the gym membership!,1,standard
This camera was genuinely unreliable.,"That's disappointing to hear about this camera, sorry about that.",0,standard
My experience with this phone was second-rate.,"That sounds frustrating, we'll look into this phone.",0,standard
"In my opinion, this show is great.","Awesome, sounds like this show really impressed you!",1,standard
This book was genuinely top-notch.,Thanks for sharing — happy this book worked out so well!,1,standard
I found this laptop to be terrible.,"That's disappointing to hear about this laptop, sorry about that.",0,standard
"In my opinion, this app is unreliable.",We apologize for the trouble with this app.,0,standard
"In my opinion, the service is enjoyable.",Thanks for sharing — happy the service worked out so well!,1,standard
"Honestly, this game turned out poorly made.","That sounds frustrating, we'll look into this game.",0,standard
My experience with this show was mediocre.,"That sounds frustrating, we'll look into this show.",0,standard
I found the museum to be top-notch.,"That's wonderful, thanks for letting us know about the museum!",1,standard
I found the podcast to be awful.,Sorry to hear the podcast didn't work out.,0,standard
"The restaurant was underwhelming, overall.","That sounds frustrating, we'll look into the restaurant.",0,standard
I found this bakery to be fantastic.,Thanks for sharing — happy this bakery worked out so well!,1,standard
My experience with the restaurant was boring.,"That sounds frustrating, we'll look into the restaurant.",0,standard
My experience with this camera was top-notch.,"That's wonderful, thanks for letting us know about this camera!",1,standard
My experience with the new album was unsatisfactory.,We apologize for the trouble with the new album.,0,standard
I found the podcast to be underwhelming.,"Sorry about that experience with the podcast, we'll do better.",0,standard
"Honestly, the hotel room turned out terrible.","That's disappointing to hear about the hotel room, sorry about that.",0,standard
"In my opinion, this show is impressive.","That's wonderful, thanks for letting us know about this show!",1,standard
"The concert was terrible, overall.","That sounds frustrating, we'll look into the concert.",0,standard
This camera was genuinely frustrating.,Sorry to hear this camera didn't work out.,0,standard
"Honestly, this jacket turned out terrible.","Sorry about that experience with this jacket, we'll do better.",0,standard
"This phone was mediocre, overall.","Sorry about that experience with this phone, we'll do better.",0,standard
"Honestly, the restaurant turned out subpar.","That sounds frustrating, we'll look into the restaurant.",0,standard
"In my opinion, this app is reliable.",So glad you loved this app!,1,standard
"Honestly, the podcast turned out boring.",Sorry to hear the podcast didn't work out.,0,standard
My experience with the museum was great.,"That's wonderful, thanks for letting us know about the museum!",1,standard
The concert was genuinely boring.,Sorry the concert let you down — thanks for the feedback.,0,standard
The gym membership left me feeling it was great.,So glad you loved the gym membership!,1,standard
The concert left me feeling it was top-notch.,"That's wonderful, thanks for letting us know about the concert!",1,standard
My experience with this game was awful.,"That sounds frustrating, we'll look into this game.",0,standard
"The hotel room was excellent, overall.",That's great to hear about the hotel room!,1,standard
The podcast was genuinely superb.,That's great to hear about the podcast!,1,standard
This laptop left me feeling it was impressive.,"That's wonderful, thanks for letting us know about this laptop!",1,standard
This show left me feeling it was enjoyable.,So glad you loved this show!,1,standard
"In my opinion, this game is underwhelming.","Sorry about that experience with this game, we'll do better.",0,standard
My experience with this phone was terrible.,"That sounds frustrating, we'll look into this phone.",0,standard
The coffee left me feeling it was great.,"That's wonderful, thanks for letting us know about the coffee!",1,standard
"The customer support was well-made, overall.","Awesome, sounds like the customer support really impressed you!",1,standard
The concert left me feeling it was wonderful.,Thanks for sharing — happy the concert worked out so well!,1,standard
"In my opinion, the flight is satisfying.",So glad you loved the flight!,1,standard
I found this phone to be outstanding.,"Awesome, sounds like this phone really impressed you!",1,standard
My experience with this game was boring.,Sorry this game let you down — thanks for the feedback.,0,standard
The new album was genuinely boring.,"Sorry about that experience with the new album, we'll do better.",0,standard
The concert was genuinely awful.,Sorry the concert let you down — thanks for the feedback.,0,standard
My experience with this software update was mediocre.,We apologize for the trouble with this software update.,0,standard
"Honestly, this book turned out unreliable.",Sorry to hear this book didn't work out.,0,standard
"The new album was boring, overall.","Sorry about that experience with the new album, we'll do better.",0,standard
My experience with the new album was fantastic.,Thanks for sharing — happy the new album worked out so well!,1,standard
I found this laptop to be boring.,Sorry to hear this laptop didn't work out.,0,standard
The service was genuinely outstanding.,That's great to hear about the service!,1,standard
"Honestly, this phone turned out disappointing.",Sorry this phone let you down — thanks for the feedback.,0,standard
I found this course to be impressive.,Thanks for sharing — happy this course worked out so well!,1,standard
"This game was unsatisfactory, overall.","Sorry about that experience with this game, we'll do better.",0,standard
"In my opinion, this bakery is top-notch.","That's wonderful, thanks for letting us know about this bakery!",1,standard
The museum left me feeling it was enjoyable.,"Awesome, sounds like the museum really impressed you!",1,standard
This app left me feeling it was terrible.,"Sorry about that experience with this app, we'll do better.",0,standard
This jacket left me feeling it was boring.,We apologize for the trouble with this jacket.,0,standard
I found the flight to be terrible.,"That's disappointing to hear about the flight, sorry about that.",0,standard
The podcast was genuinely unreliable.,"That sounds frustrating, we'll look into the podcast.",0,standard
"In my opinion, the movie is impressive.",So glad you loved the movie!,1,standard
"The coffee was superb, overall.",Love that! Thanks for the kind words about the coffee.,1,standard
My experience with this phone was top-notch.,"Awesome, sounds like this phone really impressed you!",1,standard
I found the podcast to be satisfying.,Thanks for sharing — happy the podcast worked out so well!,1,standard
"In my opinion, the hotel room is outstanding.",So glad you loved the hotel room!,1,standard
The flight left me feeling it was disappointing.,"That sounds frustrating, we'll look into the flight.",0,standard
This book was genuinely terrible.,"That's disappointing to hear about this book, sorry about that.",0,standard
"In my opinion, the delivery is disappointing.",Sorry the delivery let you down — thanks for the feedback.,0,standard
I found this phone to be great.,So glad you loved this phone!,1,standard
"This bakery was reliable, overall.",Love that! Thanks for the kind words about this bakery.,1,standard
"Honestly, the customer support turned out reliable.",Love that! Thanks for the kind words about the customer support.,1,standard
I found this book to be fantastic.,So glad you loved this book!,1,standard
My experience with this app was fantastic.,That's great to hear about this app!,1,standard
This jacket left me feeling it was satisfying.,So glad you loved this jacket!,1,standard
My experience with the hotel room was terrible.,"That sounds frustrating, we'll look into the hotel room.",0,standard
The coffee was genuinely boring.,We apologize for the trouble with the coffee.,0,standard
"In my opinion, the new album is outstanding.",Thanks for sharing — happy the new album worked out so well!,1,standard
"In my opinion, the movie is reliable.",So glad you loved the movie!,1,standard
I found this course to be underwhelming.,Sorry this course let you down — thanks for the feedback.,0,standard
My experience with this show was wonderful.,So glad you loved this show!,1,standard
This camera was genuinely impressive.,Thanks for sharing — happy this camera worked out so well!,1,standard
"This camera was impressive, overall.","That's wonderful, thanks for letting us know about this camera!",1,standard
My experience with this course was subpar.,We apologize for the trouble with this course.,0,standard
This recipe left me feeling it was satisfying.,"That's wonderful, thanks for letting us know about this recipe!",1,standard
My experience with the gym membership was unreliable.,Sorry to hear the gym membership didn't work out.,0,standard
I found the flight to be awful.,Sorry to hear the flight didn't work out.,0,standard
My experience with this laptop was enjoyable.,That's great to hear about this laptop!,1,standard
This camera left me feeling it was terrible.,Sorry this camera let you down — thanks for the feedback.,0,standard
This jacket was genuinely fantastic.,Love that! Thanks for the kind words about this jacket.,1,standard
The museum was genuinely impressive.,"Awesome, sounds like the museum really impressed you!",1,standard
The service was genuinely unreliable.,"That sounds frustrating, we'll look into the service.",0,standard
The movie was genuinely great.,Thanks for sharing — happy the movie worked out so well!,1,standard
"In my opinion, this jacket is disappointing.",Sorry to hear this jacket didn't work out.,0,standard
"In my opinion, this phone is excellent.","That's wonderful, thanks for letting us know about this phone!",1,standard
My experience with this bakery was subpar.,"Sorry about that experience with this bakery, we'll do better.",0,standard
The podcast was genuinely mediocre.,We apologize for the trouble with the podcast.,0,standard
My experience with this software update was terrible.,We apologize for the trouble with this software update.,0,standard
"This camera was excellent, overall.","Awesome, sounds like this camera really impressed you!",1,standard
I found this camera to be well-made.,Thanks for sharing — happy this camera worked out so well!,1,standard
"In my opinion, the flight is frustrating.",Sorry to hear the flight didn't work out.,0,standard
"The concert was fantastic, overall.","Awesome, sounds like the concert really impressed you!",1,standard
My experience with this camera was well-made.,Thanks for sharing — happy this camera worked out so well!,1,standard
"In my opinion, the flight is terrible.","That's disappointing to hear about the flight, sorry about that.",0,standard
This recipe was genuinely unsatisfactory.,"That sounds frustrating, we'll look into this recipe.",0,standard
"This bakery was enjoyable, overall.",So glad you loved this bakery!,1,standard
"In my opinion, this jacket is wonderful.",That's great to hear about this jacket!,1,standard
This app left me feeling it was awful.,Sorry this app let you down — thanks for the feedback.,0,standard
The gym membership left me feeling it was wonderful.,Thanks for sharing — happy the gym membership worked out so well!,1,standard
The museum left me feeling it was well-made.,Love that! Thanks for the kind words about the museum.,1,standard
"In my opinion, the movie is fantastic.","Awesome, sounds like the movie really impressed you!",1,standard
The restaurant was genuinely outstanding.,"Awesome, sounds like the restaurant really impressed you!",1,standard
The coffee left me feeling it was top-notch.,So glad you loved the coffee!,1,standard
"In my opinion, the customer support is satisfying.",Thanks for sharing — happy the customer support worked out so well!,1,standard
The hotel room was genuinely impressive.,Thanks for sharing — happy the hotel room worked out so well!,1,standard
The gym membership was genuinely excellent.,Love that! Thanks for the kind words about the gym membership.,1,standard
The delivery left me feeling it was great.,So glad you loved the delivery!,1,standard
"Honestly, the gym membership turned out awful.",We apologize for the trouble with the gym membership.,0,standard
My experience with this bakery was frustrating.,Sorry this bakery let you down — thanks for the feedback.,0,standard
"The restaurant was excellent, overall.",Thanks for sharing — happy the restaurant worked out so well!,1,standard
This recipe was genuinely reliable.,So glad you loved this recipe!,1,standard
"The customer support was terrible, overall.","That's disappointing to hear about the customer support, sorry about that.",0,standard
This phone left me feeling it was terrible.,Sorry this phone let you down — thanks for the feedback.,0,standard
"In my opinion, the museum is satisfying.",Thanks for sharing — happy the museum worked out so well!,1,standard
This course was genuinely underwhelming.,"Sorry about that experience with this course, we'll do better.",0,standard
"The service was poorly made, overall.",We apologize for the trouble with the service.,0,standard
This book left me feeling it was poorly made.,"Sorry about that experience with this book, we'll do better.",0,standard
My experience with the movie was second-rate.,Sorry the movie let you down — thanks for the feedback.,0,standard
"In my opinion, the museum is well-made.",Love that! Thanks for the kind words about the museum.,1,standard
"The gym membership was subpar, overall.",Sorry the gym membership let you down — thanks for the feedback.,0,standard
I found the gym membership to be disappointing.,Sorry to hear the gym membership didn't work out.,0,standard
I found this show to be fantastic.,Love that! Thanks for the kind words about this show.,1,standard
"The customer support was boring, overall.",Sorry to hear the customer support didn't work out.,0,standard
"In my opinion, this book is top-notch.","That's wonderful, thanks for letting us know about this book!",1,standard
The coffee was genuinely disappointing.,Sorry the coffee let you down — thanks for the feedback.,0,standard
This recipe left me feeling it was poorly made.,We apologize for the trouble with this recipe.,0,standard
"The flight was disappointing, overall.","That sounds frustrating, we'll look into the flight.",0,standard
The flight left me feeling it was great.,"That's wonderful, thanks for letting us know about the flight!",1,standard
I found this laptop to be frustrating.,"That sounds frustrating, we'll look into this laptop.",0,standard
I found the service to be great.,So glad you loved the service!,1,standard
"The service was outstanding, overall.",Thanks for sharing — happy the service worked out so well!,1,standard
This phone left me feeling it was second-rate.,Sorry to hear this phone didn't work out.,0,standard
I found this laptop to be impressive.,That's great to hear about this laptop!,1,standard
"In my opinion, the museum is boring.",We apologize for the trouble with the museum.,0,standard
"Honestly, this software update turned out boring.","That sounds frustrating, we'll look into this software update.",0,standard
"Honestly, the delivery turned out boring.","That sounds frustrating, we'll look into the delivery.",0,standard
I found the podcast to be poorly made.,We apologize for the trouble with the podcast.,0,standard
This book left me feeling it was satisfying.,So glad you loved this book!,1,standard
My experience with this laptop was poorly made.,"That's disappointing to hear about this laptop, sorry about that.",0,standard
"In my opinion, the service is top-notch.","Awesome, sounds like the service really impressed you!",1,standard
"The podcast was second-rate, overall.","That sounds frustrating, we'll look into the podcast.",0,standard
"Honestly, this bakery turned out excellent.","That's wonderful, thanks for letting us know about this bakery!",1,standard
My experience with this course was well-made.,That's great to hear about this course!,1,standard
My experience with the new album was mediocre.,We apologize for the trouble with the new album.,0,standard
I found the gym membership to be unsatisfactory.,"Sorry about that experience with the gym membership, we'll do better.",0,standard
"The restaurant was subpar, overall.","Sorry about that experience with the restaurant, we'll do better.",0,standard
This game left me feeling it was great.,"Awesome, sounds like this game really impressed you!",1,standard
"The customer support was fantastic, overall.",Love that! Thanks for the kind words about the customer support.,1,standard
My experience with the customer support was outstanding.,That's great to hear about the customer support!,1,standard
"The flight was wonderful, overall.","Awesome, sounds like the flight really impressed you!",1,standard
"Honestly, this laptop turned out disappointing.",We apologize for the trouble with this laptop.,0,standard
"The concert was outstanding, overall.",So glad you loved the concert!,1,standard
The new album left me feeling it was disappointing.,"Sorry about that experience with the new album, we'll do better.",0,standard
"In my opinion, the hotel room is wonderful.",That's great to hear about the hotel room!,1,standard
"This recipe was excellent, overall.",So glad you loved this recipe!,1,standard
"Honestly, this recipe turned out fantastic.",That's great to hear about this recipe!,1,standard
This show left me feeling it was great.,That's great to hear about this show!,1,standard
This camera left me feeling it was reliable.,So glad you loved this camera!,1,standard
The concert was genuinely satisfying.,"That's wonderful, thanks for letting us know about the concert!",1,standard
My experience with the coffee was well-made.,That's great to hear about the coffee!,1,standard
"Honestly, the flight turned out reliable.",Thanks for sharing — happy the flight worked out so well!,1,standard
The flight was genuinely underwhelming.,"That sounds frustrating, we'll look into the flight.",0,standard
I found the customer support to be boring.,"That's disappointing to hear about the customer support, sorry about that.",0,standard
This recipe left me feeling it was terrible.,Sorry this recipe let you down — thanks for the feedback.,0,standard
"The museum was impressive, overall.",Thanks for sharing — happy the museum worked out so well!,1,standard
"This book was subpar, overall.","That's disappointing to hear about this book, sorry about that.",0,standard
"In my opinion, this camera is excellent.",So glad you loved this camera!,1,standard
This camera was genuinely subpar.,"Sorry about that experience with this camera, we'll do better.",0,standard
I found the customer support to be frustrating.,We apologize for the trouble with the customer support.,0,standard
"In my opinion, this game is superb.","Awesome, sounds like this game really impressed you!",1,standard
I found this camera to be excellent.,"Awesome, sounds like this camera really impressed you!",1,standard
"The service was subpar, overall.",We apologize for the trouble with the service.,0,standard
My experience with this bakery was impressive.,"That's wonderful, thanks for letting us know about this bakery!",1,standard
My experience with the museum was mediocre.,Sorry the museum let you down — thanks for the feedback.,0,standard
This app was genuinely well-made.,That's great to hear about this app!,1,standard
"In my opinion, this phone is underwhelming.","That's disappointing to hear about this phone, sorry about that.",0,standard
The gym membership was genuinely second-rate.,"That sounds frustrating, we'll look into the gym membership.",0,standard
"Honestly, the museum turned out fantastic.",That's great to hear about the museum!,1,standard
I found the restaurant to be awful.,We apologize for the trouble with the restaurant.,0,standard
This game left me feeling it was well-made.,So glad you loved this game!,1,standard
This course was genuinely enjoyable.,Love that! Thanks for the kind words about this course.,1,standard
My experience with the restaurant was disappointing.,"That's disappointing to hear about the restaurant, sorry about that.",0,standard
"Honestly, this software update turned out subpar.","That sounds frustrating, we'll look into this software update.",0,standard
"This course was boring, overall.",We apologize for the trouble with this course.,0,standard
The coffee left me feeling it was disappointing.,We apologize for the trouble with the coffee.,0,standard
I found this book to be disappointing.,"Sorry about that experience with this book, we'll do better.",0,standard
"The service was great, overall.",Love that! Thanks for the kind words about the service.,1,standard
This camera left me feeling it was boring.,"That sounds frustrating, we'll look into this camera.",0,standard
I found this recipe to be unsatisfactory.,We apologize for the trouble with this recipe.,0,standard
This course left me feeling it was fantastic.,So glad you loved this course!,1,standard
My experience with this camera was fantastic.,"That's wonderful, thanks for letting us know about this camera!",1,standard
My experience with this bakery was outstanding.,"Awesome, sounds like this bakery really impressed you!",1,standard
This phone left me feeling it was well-made.,That's great to hear about this phone!,1,standard
I found the customer support to be great.,"Awesome, sounds like the customer support really impressed you!",1,standard
"Honestly, the delivery turned out impressive.",Love that! Thanks for the kind words about the delivery.,1,standard
This laptop was genuinely terrible.,Sorry to hear this laptop didn't work out.,0,standard
My experience with the movie was disappointing.,Sorry to hear the movie didn't work out.,0,standard
"Honestly, this app turned out terrible.",We apologize for the trouble with this app.,0,standard
"Honestly, this recipe turned out subpar.","Sorry about that experience with this recipe, we'll do better.",0,standard
The podcast was genuinely excellent.,So glad you loved the podcast!,1,standard
This bakery left me feeling it was superb.,So glad you loved this bakery!,1,standard
My experience with the hotel room was great.,"That's wonderful, thanks for letting us know about the hotel room!",1,standard
My experience with this recipe was great.,So glad you loved this recipe!,1,standard
