review,reply,label,style
wow this camera really outdid itself in disappointing me,Sorry this camera let you down — thanks for the feedback.,0,drift
totally thrilled that the restaurant wasted my time,We apologize for the trouble with the restaurant.,0,drift
the coffee 10/10 would recommend,"Awesome, sounds like the coffee really impressed you!",1,drift
wow the customer support really outdid itself in disappointing me,"That sounds frustrating, we'll look into the customer support.",0,drift
the restaurant lowkey ruined my day ngl,We apologize for the trouble with the restaurant.,0,drift
okay the movie is actually kinda amazing ngl,"Awesome, sounds like the movie really impressed you!",1,drift
"big yikes, this course was rough 😬",Sorry to hear this course didn't work out.,0,drift
the delivery straight up flopped ngl,Sorry the delivery let you down — thanks for the feedback.,0,drift
"great job the concert, truly inspiring levels of bad",Sorry the concert let you down — thanks for the feedback.,0,drift
"yeah the restaurant was amazing, said no one ever","That's disappointing to hear about the restaurant, sorry about that.",0,drift
"color me surprised, this course was actually decent",Thanks for sharing — happy this course worked out so well!,1,drift
the customer support was mid tbh,"Sorry about that experience with the customer support, we'll do better.",0,drift
ngl the service is actually fire 🔥,That's great to hear about the service!,1,drift
"big yikes, this recipe was rough 😬","That sounds frustrating, we'll look into this recipe.",0,drift
lowkey obsessed with this camera 😍,So glad you loved this camera!,1,drift
the podcast is giving excellence tbh,So glad you loved the podcast!,1,drift
lowkey obsessed with this app 😍,Love that! Thanks for the kind words about this app.,1,drift
lowkey obsessed with the hotel room 😍,"That's wonderful, thanks for letting us know about the hotel room!",1,drift
this bakery really said main character energy,Thanks for sharing — happy this bakery worked out so well!,1,drift
this game hit different 🙌,"That's wonderful, thanks for letting us know about this game!",1,drift
lowkey obsessed with the podcast 😍,Thanks for sharing — happy the podcast worked out so well!,1,drift
this recipe... yeah no thx 💀,Sorry this recipe let you down — thanks for the feedback.,0,drift
lol this game is straight up trash,"That's disappointing to hear about this game, sorry about that.",0,drift
this game is elite fr,Love that! Thanks for the kind words about this game.,1,drift
this phone straight up flopped ngl,We apologize for the trouble with this phone.,0,drift
wasn't expecting much but the hotel room actually delivered,That's great to hear about the hotel room!,1,drift
"shoutout to this bakery, genuinely great","Awesome, sounds like this bakery really impressed you!",1,drift
"color me surprised, the movie was actually decent",Thanks for sharing — happy the movie worked out so well!,1,drift
this phone is goated no cap,Love that! Thanks for the kind words about this phone.,1,drift
ngl the gym membership is actually fire 🔥,So glad you loved the gym membership!,1,drift
cant believe this course was this disappointing lol,"Sorry about that experience with this course, we'll do better.",0,drift
this book slaps fr fr,"Awesome, sounds like this book really impressed you!",1,drift
the museum is elite fr,So glad you loved the museum!,1,drift
"yeah the coffee was amazing, said no one ever","That's disappointing to hear about the coffee, sorry about that.",0,drift
not the hotel room being this bad 😭,Sorry to hear the hotel room didn't work out.,0,drift
wow this game really outdid itself in disappointing me,"That sounds frustrating, we'll look into this game.",0,drift
"big yikes, the restaurant was rough 😬",Sorry to hear the restaurant didn't work out.,0,drift
the hotel room hit different 🙌,Thanks for sharing — happy the hotel room worked out so well!,1,drift
lol this bakery is straight up trash,"Sorry about that experience with this bakery, we'll do better.",0,drift
"shoutout to this laptop, genuinely great",Love that! Thanks for the kind words about this laptop.,1,drift
"oh great, the flight broke again, love that for me","That sounds frustrating, we'll look into the flight.",0,drift
wow this bakery really outdid itself in disappointing me,We apologize for the trouble with this bakery.,0,drift
"great job the new album, truly inspiring levels of bad",Sorry the new album let you down — thanks for the feedback.,0,drift
this bakery 10/10 would recommend,"Awesome, sounds like this bakery really impressed you!",1,drift
"yeah the flight was amazing, said no one ever",Sorry the flight let you down — thanks for the feedback.,0,drift
"can't stop thinking about the customer support, so good!!",That's great to hear about the customer support!,1,drift
this recipe is goated no cap,That's great to hear about this recipe!,1,drift
"shoutout to this game, genuinely great",Thanks for sharing — happy this game worked out so well!,1,drift
the movie hit different 🙌,Thanks for sharing — happy the movie worked out so well!,1,drift
the gym membership is goated no cap,Love that! Thanks for the kind words about the gym membership.,1,drift
cant believe this show was this disappointing lol,Sorry this show let you down — thanks for the feedback.,0,drift
the flight lowkey ruined my day ngl,We apologize for the trouble with the flight.,0,drift
this show mid af ngl,We apologize for the trouble with this show.,0,drift
"the podcast was a whole vibe, loved it","Awesome, sounds like the podcast really impressed you!",1,drift
"shoutout to the customer support, genuinely great","Awesome, sounds like the customer support really impressed you!",1,drift
the movie is goated no cap,"That's wonderful, thanks for letting us know about the movie!",1,drift
"can't stop thinking about this camera, so good!!",That's great to hear about this camera!,1,drift
"big yikes, the movie was rough 😬",Sorry to hear the movie didn't work out.,0,drift
not this recipe being this bad 😭,Sorry to hear this recipe didn't work out.,0,drift
"big yikes, the podcast was rough 😬","Sorry about that experience with the podcast, we'll do better.",0,drift
the customer support 10/10 would recommend,That's great to hear about the customer support!,1,drift
the podcast is elite fr,"Awesome, sounds like the podcast really impressed you!",1,drift
the coffee was mid tbh,"That's disappointing to hear about the coffee, sorry about that.",0,drift
this jacket 2/10 do not recommend,"That sounds frustrating, we'll look into this jacket.",0,drift
not me loving the new album this much lol,Thanks for sharing — happy the new album worked out so well!,1,drift
the gym membership is elite fr,"That's wonderful, thanks for letting us know about the gym membership!",1,drift
the coffee deadass changed my life lol,"That's wonderful, thanks for letting us know about the coffee!",1,drift
this book is actually so underrated,Love that! Thanks for the kind words about this book.,1,drift
"color me surprised, the museum was actually decent","Awesome, sounds like the museum really impressed you!",1,drift
this laptop 2/10 do not recommend,Sorry this laptop let you down — thanks for the feedback.,0,drift
the gym membership hit different 🙌,That's great to hear about the gym membership!,1,drift
not this app being this bad 😭,"That sounds frustrating, we'll look into this app.",0,drift
"great job this recipe, truly inspiring levels of bad",Sorry this recipe let you down — thanks for the feedback.,0,drift
"color me surprised, the restaurant was actually decent",Thanks for sharing — happy the restaurant worked out so well!,1,drift
cant believe this jacket was this disappointing lol,"Sorry about that experience with this jacket, we'll do better.",0,drift
"somehow the flight didn't disappoint for once, shocking",Love that! Thanks for the kind words about the flight.,1,drift
this jacket deadass changed my life lol,So glad you loved this jacket!,1,drift
wow this software update really outdid itself in disappointing me,"That sounds frustrating, we'll look into this software update.",0,drift
the gym membership is actually so underrated,"That's wonderful, thanks for letting us know about the gym membership!",1,drift
obsessed w this phone rn 😭❤️,"That's wonderful, thanks for letting us know about this phone!",1,drift
the concert is giving excellence tbh,Love that! Thanks for the kind words about the concert.,1,drift
obsessed w this camera rn 😭❤️,"Awesome, sounds like this camera really impressed you!",1,drift
"great job the customer support, truly inspiring levels of bad",Sorry to hear the customer support didn't work out.,0,drift
"big yikes, this book was rough 😬",We apologize for the trouble with this book.,0,drift
not this bakery being this bad 😭,"That's disappointing to hear about this bakery, sorry about that.",0,drift
"color me surprised, this jacket was actually decent",Love that! Thanks for the kind words about this jacket.,1,drift
the flight mid af ngl,We apologize for the trouble with the flight.,0,drift
"can't stop thinking about this phone, so good!!",So glad you loved this phone!,1,drift
this laptop got me smiling like an idiot ngl,"That's wonderful, thanks for letting us know about this laptop!",1,drift
"the delivery was a whole vibe, loved it",Thanks for sharing — happy the delivery worked out so well!,1,drift
"yeah this camera was amazing, said no one ever",We apologize for the trouble with this camera.,0,drift
"this software update was a whole vibe, loved it",So glad you loved this software update!,1,drift
this phone got me smiling like an idiot ngl,So glad you loved this phone!,1,drift
"yeah this recipe was amazing, said no one ever",Sorry to hear this recipe didn't work out.,0,drift
not the flight being this bad 😭,We apologize for the trouble with the flight.,0,drift
the gym membership lowkey ruined my day ngl,Sorry the gym membership let you down — thanks for the feedback.,0,drift
wow the coffee really said let me disappoint you,Sorry to hear the coffee didn't work out.,0,drift
the delivery slaps fr fr,"That's wonderful, thanks for letting us know about the delivery!",1,drift
this game 10/10 would recommend,That's great to hear about this game!,1,drift
"the restaurant was so overhyped, big letdown",We apologize for the trouble with the restaurant.,0,drift
"can't stop thinking about the movie, so good!!","That's wonderful, thanks for letting us know about the movie!",1,drift
this course hit different 🙌,That's great to hear about this course!,1,drift
"this laptop was so overhyped, big letdown","Sorry about that experience with this laptop, we'll do better.",0,drift
"big yikes, the customer support was rough 😬",Sorry the customer support let you down — thanks for the feedback.,0,drift
"the movie was a whole vibe, loved it",That's great to hear about the movie!,1,drift
lol the podcast is straight up trash,Sorry to hear the podcast didn't work out.,0,drift
this laptop slaps fr fr,"That's wonderful, thanks for letting us know about this laptop!",1,drift
wow the movie really outdid itself in disappointing me,"That's disappointing to hear about the movie, sorry about that.",0,drift
wow the movie really said let me disappoint you,"That sounds frustrating, we'll look into the movie.",0,drift
this course got me smiling like an idiot ngl,That's great to hear about this course!,1,drift
"this app was a whole vibe, loved it",Thanks for sharing — happy this app worked out so well!,1,drift
lowkey obsessed with this laptop 😍,"Awesome, sounds like this laptop really impressed you!",1,drift
not the museum being this bad 😭,Sorry the museum let you down — thanks for the feedback.,0,drift
lowkey obsessed with this book 😍,So glad you loved this book!,1,drift
the coffee hit different 🙌,"That's wonderful, thanks for letting us know about the coffee!",1,drift
this course 10/10 would recommend,Thanks for sharing — happy this course worked out so well!,1,drift
the coffee mid af ngl,We apologize for the trouble with the coffee.,0,drift
the customer support mid af ngl,"That's disappointing to hear about the customer support, sorry about that.",0,drift
ngl this jacket is actually fire 🔥,Thanks for sharing — happy this jacket worked out so well!,1,drift
lol the flight is straight up trash,Sorry the flight let you down — thanks for the feedback.,0,drift
the new album lowkey ruined my day ngl,Sorry the new album let you down — thanks for the feedback.,0,drift
wow the customer support really said let me disappoint you,"That sounds frustrating, we'll look into the customer support.",0,drift
this laptop is actually so underrated,"That's wonderful, thanks for letting us know about this laptop!",1,drift
not me loving the delivery this much lol,"Awesome, sounds like the delivery really impressed you!",1,drift
this software update was mid tbh,"That's disappointing to hear about this software update, sorry about that.",0,drift
lol the coffee is straight up trash,Sorry the coffee let you down — thanks for the feedback.,0,drift
not gonna lie the restaurant is kinda perfect,So glad you loved the restaurant!,1,drift
wow the museum really outdid itself in disappointing me,Sorry to hear the museum didn't work out.,0,drift
this book is elite fr,Thanks for sharing — happy this book worked out so well!,1,drift
this jacket got me smiling like an idiot ngl,So glad you loved this jacket!,1,drift
the concert lowkey ruined my day ngl,Sorry the concert let you down — thanks for the feedback.,0,drift
"yeah the gym membership was amazing, said no one ever","That sounds frustrating, we'll look into the gym membership.",0,drift
wasn't expecting much but the restaurant actually delivered,That's great to hear about the restaurant!,1,drift
this app is giving excellence tbh,So glad you loved this app!,1,drift
this course really said main character energy,Thanks for sharing — happy this course worked out so well!,1,drift
the museum is giving excellence tbh,"Awesome, sounds like the museum really impressed you!",1,drift
the movie straight up flopped ngl,"That sounds frustrating, we'll look into the movie.",0,drift
wow the service really outdid itself in disappointing me,"That's disappointing to hear about the service, sorry about that.",0,drift
this bakery hit different 🙌,So glad you loved this bakery!,1,drift
not this book being this bad 😭,Sorry this book let you down — thanks for the feedback.,0,drift
totally thrilled that the flight wasted my time,Sorry the flight let you down — thanks for the feedback.,0,drift
lol the hotel room is straight up trash,"Sorry about that experience with the hotel room, we'll do better.",0,drift
this game... yeah no thx 💀,Sorry to hear this game didn't work out.,0,drift
this game is a hard pass fr,We apologize for the trouble with this game.,0,drift
"can't stop thinking about this book, so good!!","Awesome, sounds like this book really impressed you!",1,drift
this laptop is giving excellence tbh,So glad you loved this laptop!,1,drift
this book got me smiling like an idiot ngl,Love that! Thanks for the kind words about this book.,1,drift
this course was mid tbh,Sorry this course let you down — thanks for the feedback.,0,drift
the gym membership is a hard pass fr,We apologize for the trouble with the gym membership.,0,drift
"oh great, the movie broke again, love that for me",Sorry the movie let you down — thanks for the feedback.,0,drift
this app deadass changed my life lol,Thanks for sharing — happy this app worked out so well!,1,drift
the concert is goated no cap,Love that! Thanks for the kind words about the concert.,1,drift
totally thrilled that this app wasted my time,We apologize for the trouble with this app.,0,drift
this recipe is a hard pass fr,"Sorry about that experience with this recipe, we'll do better.",0,drift
"this app was so overhyped, big letdown",Sorry to hear this app didn't work out.,0,drift
"the hotel room was so overhyped, big letdown",We apologize for the trouble with the hotel room.,0,drift
wow the concert really said let me disappoint you,Sorry the concert let you down — thanks for the feedback.,0,drift
this course mid af ngl,"That sounds frustrating, we'll look into this course.",0,drift
"big yikes, this software update was rough 😬","That's disappointing to hear about this software update, sorry about that.",0,drift
this app 10/10 would recommend,Love that! Thanks for the kind words about this app.,1,drift
"shoutout to the gym membership, genuinely great",So glad you loved the gym membership!,1,drift
the podcast really said main character energy,"That's wonderful, thanks for letting us know about the podcast!",1,drift
the service lowkey ruined my day ngl,"That's disappointing to hear about the service, sorry about that.",0,drift
totally thrilled that the podcast wasted my time,"Sorry about that experience with the podcast, we'll do better.",0,drift
obsessed w the concert rn 😭❤️,Thanks for sharing — happy the concert worked out so well!,1,drift
"color me surprised, the hotel room was actually decent","That's wonderful, thanks for letting us know about the hotel room!",1,drift
not me loving this recipe this much lol,"Awesome, sounds like this recipe really impressed you!",1,drift
not me loving this jacket this much lol,That's great to hear about this jacket!,1,drift
"this course was a whole vibe, loved it","Awesome, sounds like this course really impressed you!",1,drift
obsessed w the coffee rn 😭❤️,Thanks for sharing — happy the coffee worked out so well!,1,drift
lol the museum is straight up trash,Sorry to hear the museum didn't work out.,0,drift
the service is elite fr,That's great to hear about the service!,1,drift
the flight hit different 🙌,Love that! Thanks for the kind words about the flight.,1,drift
wow this recipe really outdid itself in disappointing me,Sorry this recipe let you down — thanks for the feedback.,0,drift
this phone hit different 🙌,Thanks for sharing — happy this phone worked out so well!,1,drift
not this jacket being this bad 😭,Sorry to hear this jacket didn't work out.,0,drift
the service 10/10 would recommend,"That's wonderful, thanks for letting us know about the service!",1,drift
"this game was so overhyped, big letdown",We apologize for the trouble with this game.,0,drift
totally thrilled that the new album wasted my time,Sorry to hear the new album didn't work out.,0,drift
the podcast slaps fr fr,"Awesome, sounds like the podcast really impressed you!",1,drift
not the coffee being this bad 😭,"That's disappointing to hear about the coffee, sorry about that.",0,drift
"color me surprised, this book was actually decent",So glad you loved this book!,1,drift
lowkey obsessed with the customer support 😍,"Awesome, sounds like the customer support really impressed you!",1,drift
this jacket 10/10 would recommend,"That's wonderful, thanks for letting us know about this jacket!",1,drift
"somehow this phone didn't disappoint for once, shocking","Awesome, sounds like this phone really impressed you!",1,drift
this book lowkey ruined my day ngl,"Sorry about that experience with this book, we'll do better.",0,drift
"this show was so overhyped, big letdown","That's disappointing to hear about this show, sorry about that.",0,drift
"this laptop was a whole vibe, loved it","Awesome, sounds like this laptop really impressed you!",1,drift
lowkey obsessed with this course 😍,Love that! Thanks for the kind words about this course.,1,drift
this show is actually so underrated,That's great to hear about this show!,1,drift
"the new album was a whole vibe, loved it","That's wonderful, thanks for letting us know about the new album!",1,drift
the podcast mid af ngl,Sorry to hear the podcast didn't work out.,0,drift
"great job the podcast, truly inspiring levels of bad","That's disappointing to hear about the podcast, sorry about that.",0,drift
lol the concert is straight up trash,"That's disappointing to hear about the concert, sorry about that.",0,drift
this jacket is a hard pass fr,We apologize for the trouble with this jacket.,0,drift
the museum deadass changed my life lol,That's great to hear about the museum!,1,drift
the museum 10/10 would recommend,That's great to hear about the museum!,1,drift
the customer support is a hard pass fr,"That sounds frustrating, we'll look into the customer support.",0,drift
obsessed w the hotel room rn 😭❤️,So glad you loved the hotel room!,1,drift
this bakery slaps fr fr,"That's wonderful, thanks for letting us know about this bakery!",1,drift
"somehow this laptop didn't disappoint for once, shocking",Love that! Thanks for the kind words about this laptop.,1,drift
"big yikes, this show was rough 😬",We apologize for the trouble with this show.,0,drift
this app slaps fr fr,That's great to hear about this app!,1,drift
not me loving this camera this much lol,That's great to hear about this camera!,1,drift
totally thrilled that this software update wasted my time,Sorry to hear this software update didn't work out.,0,drift
ngl the movie is actually fire 🔥,So glad you loved the movie!,1,drift
this jacket is elite fr,"Awesome, sounds like this jacket really impressed you!",1,drift
the hotel room... yeah no thx 💀,"Sorry about that experience with the hotel room, we'll do better.",0,drift
the museum hit different 🙌,"That's wonderful, thanks for letting us know about the museum!",1,drift
lowkey obsessed with the movie 😍,So glad you loved the movie!,1,drift
wow this camera really said let me disappoint you,"That sounds frustrating, we'll look into this camera.",0,drift
"this jacket was a whole vibe, loved it",So glad you loved this jacket!,1,drift
cant believe this recipe was this disappointing lol,Sorry this recipe let you down — thanks for the feedback.,0,drift
wow the hotel room really said let me disappoint you,We apologize for the trouble with the hotel room.,0,drift
"color me surprised, this game was actually decent",Thanks for sharing — happy this game worked out so well!,1,drift
the coffee lowkey ruined my day ngl,Sorry the coffee let you down — thanks for the feedback.,0,drift
obsessed w this book rn 😭❤️,"That's wonderful, thanks for letting us know about this book!",1,drift
totally thrilled that the hotel room wasted my time,"That sounds frustrating, we'll look into the hotel room.",0,drift
obsessed w this game rn 😭❤️,That's great to hear about this game!,1,drift
"great job this software update, truly inspiring levels of bad","Sorry about that experience with this software update, we'll do better.",0,drift
the customer support... yeah no thx 💀,Sorry to hear the customer support didn't work out.,0,drift
this app is actually so underrated,Thanks for sharing — happy this app worked out so well!,1,drift
not gonna lie this bakery is kinda perfect,"Awesome, sounds like this bakery really impressed you!",1,drift
"great job the coffee, truly inspiring levels of bad",We apologize for the trouble with the coffee.,0,drift
wow the flight really said let me disappoint you,"That's disappointing to hear about the flight, sorry about that.",0,drift
the new album is goated no cap,Love that! Thanks for the kind words about the new album.,1,drift
totally thrilled that the coffee wasted my time,We apologize for the trouble with the coffee.,0,drift
cant believe the hotel room was this disappointing lol,"That's disappointing to hear about the hotel room, sorry about that.",0,drift
obsessed w this course rn 😭❤️,That's great to hear about this course!,1,drift
the delivery lowkey ruined my day ngl,Sorry the delivery let you down — thanks for the feedback.,0,drift
this recipe is actually so underrated,Thanks for sharing — happy this recipe worked out so well!,1,drift
"the museum was a whole vibe, loved it",So glad you loved the museum!,1,drift
not me loving this course this much lol,That's great to hear about this course!,1,drift
this app is a hard pass fr,We apologize for the trouble with this app.,0,drift
"oh great, this laptop broke again, love that for me","Sorry about that experience with this laptop, we'll do better.",0,drift
okay the restaurant is actually kinda amazing ngl,Love that! Thanks for the kind words about the restaurant.,1,drift
this jacket is giving excellence tbh,Thanks for sharing — happy this jacket worked out so well!,1,drift
totally thrilled that this laptop wasted my time,Sorry this laptop let you down — thanks for the feedback.,0,drift
not me loving this bakery this much lol,Love that! Thanks for the kind words about this bakery.,1,drift
ngl this phone is actually fire 🔥,Thanks for sharing — happy this phone worked out so well!,1,drift
"color me surprised, the customer support was actually decent",So glad you loved the customer support!,1,drift
wasn't expecting much but the new album actually delivered,"Awesome, sounds like the new album really impressed you!",1,drift
the new album slaps fr fr,"Awesome, sounds like the new album really impressed you!",1,drift
this book 10/10 would recommend,Love that! Thanks for the kind words about this book.,1,drift
the customer support is giving excellence tbh,Thanks for sharing — happy the customer support worked out so well!,1,drift
cant believe this phone was this disappointing lol,"That sounds frustrating, we'll look into this phone.",0,drift
okay this game is actually kinda amazing ngl,"Awesome, sounds like this game really impressed you!",1,drift
"oh great, the new album broke again, love that for me",We apologize for the trouble with the new album.,0,drift
this phone is a hard pass fr,"Sorry about that experience with this phone, we'll do better.",0,drift
the hotel room was mid tbh,"That's disappointing to hear about the hotel room, sorry about that.",0,drift
the service is actually so underrated,That's great to hear about the service!,1,drift
this show got me smiling like an idiot ngl,So glad you loved this show!,1,drift
the hotel room mid af ngl,"Sorry about that experience with the hotel room, we'll do better.",0,drift
wow this app really said let me disappoint you,We apologize for the trouble with this app.,0,drift
the movie is giving excellence tbh,"Awesome, sounds like the movie really impressed you!",1,drift
the customer support straight up flopped ngl,Sorry the customer support let you down — thanks for the feedback.,0,drift
the hotel room straight up flopped ngl,Sorry to hear the hotel room didn't work out.,0,drift
"yeah this course was amazing, said no one ever","That sounds frustrating, we'll look into this course.",0,drift
"oh great, the delivery broke again, love that for me","Sorry about that experience with the delivery, we'll do better.",0,drift
the service really said main character energy,"Awesome, sounds like the service really impressed you!",1,drift
not me loving this laptop this much lol,Thanks for sharing — happy this laptop worked out so well!,1,drift
totally thrilled that the gym membership wasted my time,Sorry to hear the gym membership didn't work out.,0,drift
not gonna lie this software update is kinda perfect,Thanks for sharing — happy this software update worked out so well!,1,drift
this phone really said main character energy,"That's wonderful, thanks for letting us know about this phone!",1,drift
"oh great, the podcast broke again, love that for me","That's disappointing to hear about the podcast, sorry about that.",0,drift
"big yikes, the gym membership was rough 😬",We apologize for the trouble with the gym membership.,0,drift
"big yikes, this app was rough 😬",Sorry this app let you down — thanks for the feedback.,0,drift
the concert... yeah no thx 💀,"That's disappointing to hear about the concert, sorry about that.",0,drift
"shoutout to this recipe, genuinely great",That's great to hear about this recipe!,1,drift
totally thrilled that this jacket wasted my time,"That sounds frustrating, we'll look into this jacket.",0,drift
lol the service is straight up trash,Sorry the service let you down — thanks for the feedback.,0,drift
"this phone was a whole vibe, loved it",Thanks for sharing — happy this phone worked out so well!,1,drift
"yeah this phone was amazing, said no one ever",Sorry to hear this phone didn't work out.,0,drift
wow this course really said let me disappoint you,We apologize for the trouble with this course.,0,drift
this software update is a hard pass fr,We apologize for the trouble with this software update.,0,drift
ngl this game is actually fire 🔥,That's great to hear about this game!,1,drift
okay this show is actually kinda amazing ngl,"That's wonderful, thanks for letting us know about this show!",1,drift
not this camera being this bad 😭,"Sorry about that experience with this camera, we'll do better.",0,drift
this course straight up flopped ngl,"That sounds frustrating, we'll look into this course.",0,drift
"oh great, this game broke again, love that for me","That sounds frustrating, we'll look into this game.",0,drift
wow this book really said let me disappoint you,Sorry to hear this book didn't work out.,0,drift
wasn't expecting much but this laptop actually delivered,Love that! Thanks for the kind words about this laptop.,1,drift
lol this camera is straight up trash,Sorry this camera let you down — thanks for the feedback.,0,drift
"shoutout to the hotel room, genuinely great",That's great to hear about the hotel room!,1,drift
the coffee really said main character energy,"That's wonderful, thanks for letting us know about the coffee!",1,drift
the museum got me smiling like an idiot ngl,"Awesome, sounds like the museum really impressed you!",1,drift
the delivery... yeah no thx 💀,"Sorry about that experience with the delivery, we'll do better.",0,drift
okay this bakery is actually kinda amazing ngl,That's great to hear about this bakery!,1,drift
this phone is elite fr,"Awesome, sounds like this phone really impressed you!",1,drift
wow the podcast really said let me disappoint you,Sorry the podcast let you down — thanks for the feedback.,0,drift
"the museum was so overhyped, big letdown",Sorry the museum let you down — thanks for the feedback.,0,drift
not me loving the concert this much lol,Love that! Thanks for the kind words about the concert.,1,drift
this bakery was mid tbh,Sorry to hear this bakery didn't work out.,0,drift
wow this jacket really said let me disappoint you,"That's disappointing to hear about this jacket, sorry about that.",0,drift
this app lowkey ruined my day ngl,Sorry this app let you down — thanks for the feedback.,0,drift
the gym membership mid af ngl,"That's disappointing to hear about the gym membership, sorry about that.",0,drift
totally thrilled that this game wasted my time,"That sounds frustrating, we'll look into this game.",0,drift
lowkey obsessed with the delivery 😍,Love that! Thanks for the kind words about the delivery.,1,drift
obsessed w this recipe rn 😭❤️,So glad you loved this recipe!,1,drift
ngl this show is actually fire 🔥,So glad you loved this show!,1,drift
this app 2/10 do not recommend,"That's disappointing to hear about this app, sorry about that.",0,drift
"color me surprised, this recipe was actually decent",So glad you loved this recipe!,1,drift
"great job the gym membership, truly inspiring levels of bad","That sounds frustrating, we'll look into the gym membership.",0,drift
"somehow the delivery didn't disappoint for once, shocking",Love that! Thanks for the kind words about the delivery.,1,drift
"can't stop thinking about this course, so good!!","Awesome, sounds like this course really impressed you!",1,drift
not this phone being this bad 😭,"Sorry about that experience with this phone, we'll do better.",0,drift
this laptop was mid tbh,"That's disappointing to hear about this laptop, sorry about that.",0,drift
the customer support deadass changed my life lol,That's great to hear about the customer support!,1,drift
this show is elite fr,"Awesome, sounds like this show really impressed you!",1,drift
the customer support is actually so underrated,"Awesome, sounds like the customer support really impressed you!",1,drift
this book deadass changed my life lol,So glad you loved this book!,1,drift
not gonna lie the concert is kinda perfect,"That's wonderful, thanks for letting us know about the concert!",1,drift
totally thrilled that this show wasted my time,"That's disappointing to hear about this show, sorry about that.",0,drift
this camera slaps fr fr,Love that! Thanks for the kind words about this camera.,1,drift
not the customer support being this bad 😭,"Sorry about that experience with the customer support, we'll do better.",0,drift
not gonna lie this app is kinda perfect,"That's wonderful, thanks for letting us know about this app!",1,drift
this software update is elite fr,"That's wonderful, thanks for letting us know about this software update!",1,drift
lowkey obsessed with the new album 😍,Thanks for sharing — happy the new album worked out so well!,1,drift
"the hotel room was a whole vibe, loved it",So glad you loved the hotel room!,1,drift
this game is actually so underrated,Love that! Thanks for the kind words about this game.,1,drift
"the coffee was a whole vibe, loved it",Love that! Thanks for the kind words about the coffee.,1,drift
wow the delivery really outdid itself in disappointing me,"Sorry about that experience with the delivery, we'll do better.",0,drift
the restaurant is a hard pass fr,We apologize for the trouble with the restaurant.,0,drift
"color me surprised, this app was actually decent",That's great to hear about this app!,1,drift
totally thrilled that this bakery wasted my time,"Sorry about that experience with this bakery, we'll do better.",0,drift
this camera lowkey ruined my day ngl,"That's disappointing to hear about this camera, sorry about that.",0,drift
wow the hotel room really outdid itself in disappointing me,"That sounds frustrating, we'll look into the hotel room.",0,drift
"great job this bakery, truly inspiring levels of bad","That sounds frustrating, we'll look into this bakery.",0,drift
the delivery is a hard pass fr,"That sounds frustrating, we'll look into the delivery.",0,drift
this software update hit different 🙌,Love that! Thanks for the kind words about this software update.,1,drift
wow this game really said let me disappoint you,We apologize for the trouble with this game.,0,drift
the gym membership 2/10 do not recommend,Sorry the gym membership let you down — thanks for the feedback.,0,drift
this course is goated no cap,That's great to hear about this course!,1,drift
this bakery is a hard pass fr,We apologize for the trouble with this bakery.,0,drift
the podcast got me smiling like an idiot ngl,Love that! Thanks for the kind words about the podcast.,1,drift
"yeah the new album was amazing, said no one ever",Sorry to hear the new album didn't work out.,0,drift
not this laptop being this bad 😭,"Sorry about that experience with this laptop, we'll do better.",0,drift
"can't stop thinking about the flight, so good!!",That's great to hear about the flight!,1,drift
okay the flight is actually kinda amazing ngl,That's great to hear about the flight!,1,drift
not gonna lie the podcast is kinda perfect,Thanks for sharing — happy the podcast worked out so well!,1,drift
okay the service is actually kinda amazing ngl,Love that! Thanks for the kind words about the service.,1,drift
the movie is actually so underrated,So glad you loved the movie!,1,drift
the movie lowkey ruined my day ngl,"That's disappointing to hear about the movie, sorry about that.",0,drift
"this software update was so overhyped, big letdown",We apologize for the trouble with this software update.,0,drift
this course is a hard pass fr,Sorry to hear this course didn't work out.,0,drift
the hotel room is giving excellence tbh,"That's wonderful, thanks for letting us know about the hotel room!",1,drift
"this recipe was so overhyped, big letdown",Sorry this recipe let you down — thanks for the feedback.,0,drift
the movie really said main character energy,"That's wonderful, thanks for letting us know about the movie!",1,drift
"color me surprised, the concert was actually decent",That's great to hear about the concert!,1,drift
"shoutout to this show, genuinely great",That's great to hear about this show!,1,drift
lowkey obsessed with this bakery 😍,"That's wonderful, thanks for letting us know about this bakery!",1,drift
"the gym membership was a whole vibe, loved it",Love that! Thanks for the kind words about the gym membership.,1,drift
not gonna lie this camera is kinda perfect,So glad you loved this camera!,1,drift
the gym membership really said main character energy,Thanks for sharing — happy the gym membership worked out so well!,1,drift
not me loving the podcast this much lol,Love that! Thanks for the kind words about the podcast.,1,drift
this show is goated no cap,"Awesome, sounds like this show really impressed you!",1,drift
"color me surprised, this phone was actually decent","That's wonderful, thanks for letting us know about this phone!",1,drift
"the delivery was so overhyped, big letdown",Sorry to hear the delivery didn't work out.,0,drift
the flight... yeah no thx 💀,"Sorry about that experience with the flight, we'll do better.",0,drift
totally thrilled that the movie wasted my time,We apologize for the trouble with the movie.,0,drift
"yeah this laptop was amazing, said no one ever",We apologize for the trouble with this laptop.,0,drift
the movie is a hard pass fr,"That's disappointing to hear about the movie, sorry about that.",0,drift
wow the new album really said let me disappoint you,"That's disappointing to hear about the new album, sorry about that.",0,drift
"shoutout to this software update, genuinely great","Awesome, sounds like this software update really impressed you!",1,drift
