review,reply,label,style
totally thrilled that this app wasted my time,We apologize for the trouble with this app.,0,drift
not this app being this bad 😭,"That sounds frustrating, we'll look into this app.",0,drift
"In my opinion, the movie is disappointing.","That sounds frustrating, we'll look into the movie.",0,standard
"oh great, this game broke again, love that for me","That sounds frustrating, we'll look into this game.",0,drift
the delivery slaps fr fr,"That's wonderful, thanks for letting us know about the delivery!",1,drift
My experience with the restaurant was impressive.,"Awesome, sounds like the restaurant really impressed you!",1,standard
the museum mid af ngl,"That's disappointing to hear about the museum, sorry about that.",0,drift
not gonna lie the restaurant is kinda perfect,So glad you loved the restaurant!,1,drift
"big yikes, the restaurant was rough 😬",Sorry to hear the restaurant didn't work out.,0,drift
"yeah this book was amazing, said no one ever","That's disappointing to hear about this book, sorry about that.",0,drift
My experience with this bakery was subpar.,"Sorry about that experience with this bakery, we'll do better.",0,standard
This show was genuinely top-notch.,Thanks for sharing — happy this show worked out so well!,1,standard
This app left me feeling it was boring.,"Sorry about that experience with this app, we'll do better.",0,standard
"yeah this software update was amazing, said no one ever","Sorry about that experience with this software update, we'll do better.",0,drift
The gym membership left me feeling it was unsatisfactory.,We apologize for the trouble with the gym membership.,0,standard
"shoutout to this book, genuinely great",Thanks for sharing — happy this book worked out so well!,1,drift
this jacket is a hard pass fr,We apologize for the trouble with this jacket.,0,drift
"Honestly, this course turned out frustrating.","That's disappointing to hear about this course, sorry about that.",0,standard
This course left me feeling it was fantastic.,So glad you loved this course!,1,standard
"This game was impressive, overall.",Love that! Thanks for the kind words about this game.,1,standard
"Honestly, this book turned out wonderful.","Awesome, sounds like this book really impressed you!",1,standard
The podcast left me feeling it was frustrating.,"That's disappointing to hear about the podcast, sorry about that.",0,standard
the restaurant mid af ngl,Sorry to hear the restaurant didn't work out.,0,drift
The coffee left me feeling it was unsatisfactory.,Sorry to hear the coffee didn't work out.,0,standard
"Honestly, this app turned out great.",That's great to hear about this app!,1,standard
"Honestly, the service turned out underwhelming.","That's disappointing to hear about the service, sorry about that.",0,standard
"In my opinion, the museum is boring.",We apologize for the trouble with the museum.,0,standard
"The customer support was impressive, overall.","That's wonderful, thanks for letting us know about the customer support!",1,standard
"The podcast was top-notch, overall.",So glad you loved the podcast!,1,standard
This camera was genuinely great.,Thanks for sharing — happy this camera worked out so well!,1,standard
My experience with this camera was superb.,That's great to hear about this camera!,1,standard
This game was genuinely underwhelming.,"Sorry about that experience with this game, we'll do better.",0,standard
"Honestly, this camera turned out reliable.",So glad you loved this camera!,1,standard
"In my opinion, this course is satisfying.","That's wonderful, thanks for letting us know about this course!",1,standard
okay the hotel room is actually kinda amazing ngl,That's great to hear about the hotel room!,1,drift
I found the movie to be impressive.,Love that! Thanks for the kind words about the movie.,1,standard
"yeah the movie was amazing, said no one ever","That's disappointing to hear about the movie, sorry about that.",0,drift
the customer support lowkey ruined my day ngl,We apologize for the trouble with the customer support.,0,drift
I found the flight to be impressive.,Love that! Thanks for the kind words about the flight.,1,standard
"Honestly, this book turned out unreliable.",Sorry to hear this book didn't work out.,0,standard
The new album was genuinely satisfying.,"That's wonderful, thanks for letting us know about the new album!",1,standard
This software update was genuinely underwhelming.,"Sorry about that experience with this software update, we'll do better.",0,standard
My experience with the restaurant was subpar.,"That's disappointing to hear about the restaurant, sorry about that.",0,standard
I found the movie to be outstanding.,Love that! Thanks for the kind words about the movie.,1,standard
the gym membership is actually so underrated,"That's wonderful, thanks for letting us know about the gym membership!",1,drift
This app left me feeling it was unreliable.,Sorry to hear this app didn't work out.,0,standard
The podcast left me feeling it was unsatisfactory.,Sorry the podcast let you down — thanks for the feedback.,0,standard
not gonna lie this bakery is kinda perfect,"Awesome, sounds like this bakery really impressed you!",1,drift
"In my opinion, this game is superb.","Awesome, sounds like this game really impressed you!",1,standard
the concert straight up flopped ngl,We apologize for the trouble with the concert.,0,drift
This camera left me feeling it was outstanding.,Thanks for sharing — happy this camera worked out so well!,1,standard
My experience with this game was awful.,"That sounds frustrating, we'll look into this game.",0,standard
I found this bakery to be unsatisfactory.,Sorry to hear this bakery didn't work out.,0,standard
My experience with this bakery was excellent.,"Awesome, sounds like this bakery really impressed you!",1,standard
wasn't expecting much but this phone actually delivered,"Awesome, sounds like this phone really impressed you!",1,drift
"somehow the hotel room didn't disappoint for once, shocking",That's great to hear about the hotel room!,1,drift
I found this course to be impressive.,Thanks for sharing — happy this course worked out so well!,1,standard
"oh great, the hotel room broke again, love that for me",We apologize for the trouble with the hotel room.,0,drift
"This bakery was reliable, overall.",Love that! Thanks for the kind words about this bakery.,1,standard
"oh great, the new album broke again, love that for me",We apologize for the trouble with the new album.,0,drift
The flight left me feeling it was great.,"That's wonderful, thanks for letting us know about the flight!",1,standard
not the delivery being this bad 😭,"That's disappointing to hear about the delivery, sorry about that.",0,drift
"In my opinion, this book is top-notch.","That's wonderful, thanks for letting us know about this book!",1,standard
My experience with the coffee was impressive.,That's great to hear about the coffee!,1,standard
"The movie was enjoyable, overall.","Awesome, sounds like the movie really impressed you!",1,standard
this laptop hit different 🙌,Thanks for sharing — happy this laptop worked out so well!,1,drift
I found the gym membership to be top-notch.,That's great to hear about the gym membership!,1,standard
the movie is goated no cap,"That's wonderful, thanks for letting us know about the movie!",1,drift
wow this app really outdid itself in disappointing me,Sorry this app let you down — thanks for the feedback.,0,drift
not gonna lie the new album is kinda perfect,Thanks for sharing — happy the new album worked out so well!,1,drift
The museum was genuinely impressive.,"Awesome, sounds like the museum really impressed you!",1,standard
I found this software update to be poorly made.,"Sorry about that experience with this software update, we'll do better.",0,standard
I found the podcast to be satisfying.,Thanks for sharing — happy the podcast worked out so well!,1,standard
My experience with this camera was frustrating.,Sorry this camera let you down — thanks for the feedback.,0,standard
totally thrilled that the flight wasted my time,Sorry the flight let you down — thanks for the feedback.,0,drift
I found the delivery to be mediocre.,Sorry the delivery let you down — thanks for the feedback.,0,standard
the podcast was mid tbh,"That's disappointing to hear about the podcast, sorry about that.",0,drift
This recipe left me feeling it was poorly made.,We apologize for the trouble with this recipe.,0,standard
this software update is goated no cap,Love that! Thanks for the kind words about this software update.,1,drift
This laptop left me feeling it was poorly made.,Sorry this laptop let you down — thanks for the feedback.,0,standard
not gonna lie the delivery is kinda perfect,Thanks for sharing — happy the delivery worked out so well!,1,drift
"Honestly, the concert turned out poorly made.","That sounds frustrating, we'll look into the concert.",0,standard
cant believe this phone was this disappointing lol,"That sounds frustrating, we'll look into this phone.",0,drift
"The customer support was top-notch, overall.",Thanks for sharing — happy the customer support worked out so well!,1,standard
"In my opinion, the new album is mediocre.",Sorry to hear the new album didn't work out.,0,standard
"The museum was frustrating, overall.",We apologize for the trouble with the museum.,0,standard
This recipe was genuinely impressive.,Love that! Thanks for the kind words about this recipe.,1,standard
this phone lowkey ruined my day ngl,"That's disappointing to hear about this phone, sorry about that.",0,drift
"yeah this bakery was amazing, said no one ever","Sorry about that experience with this bakery, we'll do better.",0,drift
"In my opinion, the hotel room is well-made.",Love that! Thanks for the kind words about the hotel room.,1,standard
"Honestly, the delivery turned out frustrating.","That sounds frustrating, we'll look into the delivery.",0,standard
My experience with this jacket was unreliable.,Sorry this jacket let you down — thanks for the feedback.,0,standard
"Honestly, the service turned out enjoyable.",That's great to hear about the service!,1,standard
I found the museum to be unreliable.,Sorry to hear the museum didn't work out.,0,standard
I found this course to be disappointing.,We apologize for the trouble with this course.,0,standard
"The delivery was impressive, overall.","Awesome, sounds like the delivery really impressed you!",1,standard
This software update was genuinely impressive.,That's great to hear about this software update!,1,standard
My experience with this camera was awful.,Sorry to hear this camera didn't work out.,0,standard
wow the flight really outdid itself in disappointing me,Sorry to hear the flight didn't work out.,0,drift
obsessed w this game rn 😭❤️,That's great to hear about this game!,1,drift
This jacket left me feeling it was impressive.,So glad you loved this jacket!,1,standard
this camera was mid tbh,"That sounds frustrating, we'll look into this camera.",0,drift
"In my opinion, the delivery is excellent.",So glad you loved the delivery!,1,standard
This show was genuinely mediocre.,"That sounds frustrating, we'll look into this show.",0,standard
cant believe the coffee was this disappointing lol,Sorry to hear the coffee didn't work out.,0,drift
this recipe 2/10 do not recommend,We apologize for the trouble with this recipe.,0,drift
this software update slaps fr fr,Thanks for sharing — happy this software update worked out so well!,1,drift
The delivery was genuinely disappointing.,We apologize for the trouble with the delivery.,0,standard
"The restaurant was impressive, overall.",Love that! Thanks for the kind words about the restaurant.,1,standard
The museum left me feeling it was frustrating.,We apologize for the trouble with the museum.,0,standard
this recipe is giving excellence tbh,Thanks for sharing — happy this recipe worked out so well!,1,drift
My experience with this camera was great.,"Awesome, sounds like this camera really impressed you!",1,standard
wow the new album really said let me disappoint you,"That's disappointing to hear about the new album, sorry about that.",0,drift
The new album left me feeling it was underwhelming.,"That sounds frustrating, we'll look into the new album.",0,standard
wow this laptop really outdid itself in disappointing me,"Sorry about that experience with this laptop, we'll do better.",0,drift
I found the restaurant to be disappointing.,"That sounds frustrating, we'll look into the restaurant.",0,standard
The flight was genuinely reliable.,Thanks for sharing — happy the flight worked out so well!,1,standard
"oh great, the coffee broke again, love that for me",We apologize for the trouble with the coffee.,0,drift
"The museum was excellent, overall.",Love that! Thanks for the kind words about the museum.,1,standard
"color me surprised, the concert was actually decent",That's great to hear about the concert!,1,drift
lowkey obsessed with the museum 😍,"Awesome, sounds like the museum really impressed you!",1,drift
this game straight up flopped ngl,"Sorry about that experience with this game, we'll do better.",0,drift
the movie was mid tbh,"That's disappointing to hear about the movie, sorry about that.",0,drift
My experience with this course was second-rate.,We apologize for the trouble with this course.,0,standard
I found the new album to be mediocre.,We apologize for the trouble with the new album.,0,standard
This app left me feeling it was top-notch.,Thanks for sharing — happy this app worked out so well!,1,standard
"Honestly, the gym membership turned out great.",Love that! Thanks for the kind words about the gym membership.,1,standard
The customer support was genuinely unreliable.,"That sounds frustrating, we'll look into the customer support.",0,standard
wow this phone really said let me disappoint you,Sorry this phone let you down — thanks for the feedback.,0,drift
the concert 2/10 do not recommend,We apologize for the trouble with the concert.,0,drift
I found this recipe to be mediocre.,Sorry this recipe let you down — thanks for the feedback.,0,standard
The new album left me feeling it was mediocre.,"That's disappointing to hear about the new album, sorry about that.",0,standard
the museum got me smiling like an idiot ngl,"Awesome, sounds like the museum really impressed you!",1,drift
the gym membership is goated no cap,Love that! Thanks for the kind words about the gym membership.,1,drift
"color me surprised, this app was actually decent",That's great to hear about this app!,1,drift
I found this course to be subpar.,"Sorry about that experience with this course, we'll do better.",0,standard
this app is a hard pass fr,We apologize for the trouble with this app.,0,drift
obsessed w this course rn 😭❤️,That's great to hear about this course!,1,drift
My experience with the movie was unsatisfactory.,"That's disappointing to hear about the movie, sorry about that.",0,standard
wow the hotel room really said let me disappoint you,We apologize for the trouble with the hotel room.,0,drift
"this book was so overhyped, big letdown","Sorry about that experience with this book, we'll do better.",0,drift
ngl this book is actually fire 🔥,Thanks for sharing — happy this book worked out so well!,1,drift
the gym membership deadass changed my life lol,Love that! Thanks for the kind words about the gym membership.,1,drift
"In my opinion, this game is outstanding.","That's wonderful, thanks for letting us know about this game!",1,standard
This laptop was genuinely awful.,Sorry to hear this laptop didn't work out.,0,standard
"Honestly, the new album turned out wonderful.","That's wonderful, thanks for letting us know about the new album!",1,standard
this recipe is elite fr,So glad you loved this recipe!,1,drift
My experience with this book was second-rate.,"Sorry about that experience with this book, we'll do better.",0,standard
"Honestly, this course turned out disappointing.",We apologize for the trouble with this course.,0,standard
"The museum was terrible, overall.",We apologize for the trouble with the museum.,0,standard
the podcast 10/10 would recommend,Thanks for sharing — happy the podcast worked out so well!,1,drift
"This recipe was second-rate, overall.","That sounds frustrating, we'll look into this recipe.",0,standard
This software update was genuinely subpar.,We apologize for the trouble with this software update.,0,standard
this book hit different 🙌,"Awesome, sounds like this book really impressed you!",1,drift
My experience with the gym membership was top-notch.,Love that! Thanks for the kind words about the gym membership.,1,standard
"The museum was impressive, overall.",Thanks for sharing — happy the museum worked out so well!,1,standard
My experience with this book was subpar.,Sorry this book let you down — thanks for the feedback.,0,standard
lowkey obsessed with the new album 😍,Thanks for sharing — happy the new album worked out so well!,1,drift
this app straight up flopped ngl,"Sorry about that experience with this app, we'll do better.",0,drift
the delivery is goated no cap,That's great to hear about the delivery!,1,drift
"This laptop was satisfying, overall.",So glad you loved this laptop!,1,standard
wow the restaurant really outdid itself in disappointing me,"That sounds frustrating, we'll look into the restaurant.",0,drift
"shoutout to this phone, genuinely great","That's wonderful, thanks for letting us know about this phone!",1,drift
cant believe this jacket was this disappointing lol,"Sorry about that experience with this jacket, we'll do better.",0,drift
okay this jacket is actually kinda amazing ngl,Love that! Thanks for the kind words about this jacket.,1,drift
not the gym membership being this bad 😭,"That's disappointing to hear about the gym membership, sorry about that.",0,drift
My experience with the podcast was disappointing.,"Sorry about that experience with the podcast, we'll do better.",0,standard
"yeah this course was amazing, said no one ever","That sounds frustrating, we'll look into this course.",0,drift
The hotel room was genuinely excellent.,"Awesome, sounds like the hotel room really impressed you!",1,standard
The concert left me feeling it was wonderful.,Thanks for sharing — happy the concert worked out so well!,1,standard
"Honestly, the coffee turned out enjoyable.",That's great to hear about the coffee!,1,standard
"In my opinion, the flight is frustrating.",Sorry to hear the flight didn't work out.,0,standard
the podcast really said main character energy,"That's wonderful, thanks for letting us know about the podcast!",1,drift
My experience with the service was unsatisfactory.,Sorry to hear the service didn't work out.,0,standard
This show left me feeling it was unsatisfactory.,"Sorry about that experience with this show, we'll do better.",0,standard
"Honestly, the customer support turned out great.",Thanks for sharing — happy the customer support worked out so well!,1,standard
not the restaurant being this bad 😭,"That sounds frustrating, we'll look into the restaurant.",0,drift
this recipe deadass changed my life lol,Thanks for sharing — happy this recipe worked out so well!,1,drift
"This jacket was frustrating, overall.","That's disappointing to hear about this jacket, sorry about that.",0,standard
"Honestly, this book turned out top-notch.",So glad you loved this book!,1,standard
the museum was mid tbh,"Sorry about that experience with the museum, we'll do better.",0,drift
not me loving the customer support this much lol,"That's wonderful, thanks for letting us know about the customer support!",1,drift
This camera was genuinely unreliable.,"That's disappointing to hear about this camera, sorry about that.",0,standard
"Honestly, the customer support turned out awful.",We apologize for the trouble with the customer support.,0,standard
My experience with this recipe was subpar.,"That sounds frustrating, we'll look into this recipe.",0,standard
This software update was genuinely unreliable.,"That sounds frustrating, we'll look into this software update.",0,standard
"The movie was awful, overall.",Sorry the movie let you down — thanks for the feedback.,0,standard
obsessed w the delivery rn 😭❤️,Love that! Thanks for the kind words about the delivery.,1,drift
wasn't expecting much but this course actually delivered,So glad you loved this course!,1,drift
"In my opinion, this phone is frustrating.","Sorry about that experience with this phone, we'll do better.",0,standard
"somehow the movie didn't disappoint for once, shocking",That's great to hear about the movie!,1,drift
wow the service really said let me disappoint you,"Sorry about that experience with the service, we'll do better.",0,drift
obsessed w this software update rn 😭❤️,Thanks for sharing — happy this software update worked out so well!,1,drift
"Honestly, the new album turned out reliable.","Awesome, sounds like the new album really impressed you!",1,standard
My experience with the movie was terrible.,Sorry to hear the movie didn't work out.,0,standard
this software update mid af ngl,Sorry this software update let you down — thanks for the feedback.,0,drift
The hotel room left me feeling it was awful.,"Sorry about that experience with the hotel room, we'll do better.",0,standard
This laptop left me feeling it was impressive.,"That's wonderful, thanks for letting us know about this laptop!",1,standard
the customer support deadass changed my life lol,That's great to hear about the customer support!,1,drift
This game left me feeling it was unreliable.,Sorry this game let you down — thanks for the feedback.,0,standard
"This phone was subpar, overall.",Sorry this phone let you down — thanks for the feedback.,0,standard
"This software update was outstanding, overall.",That's great to hear about this software update!,1,standard
"oh great, this software update broke again, love that for me","That's disappointing to hear about this software update, sorry about that.",0,drift
this phone slaps fr fr,Love that! Thanks for the kind words about this phone.,1,drift
"Honestly, the hotel room turned out superb.","Awesome, sounds like the hotel room really impressed you!",1,standard
the concert slaps fr fr,So glad you loved the concert!,1,drift
"The service was terrible, overall.",We apologize for the trouble with the service.,0,standard
"This show was wonderful, overall.",Love that! Thanks for the kind words about this show.,1,standard
The movie was genuinely top-notch.,"Awesome, sounds like the movie really impressed you!",1,standard
wow the museum really outdid itself in disappointing me,Sorry to hear the museum didn't work out.,0,drift
My experience with this phone was satisfying.,Thanks for sharing — happy this phone worked out so well!,1,standard
"In my opinion, this jacket is wonderful.",That's great to hear about this jacket!,1,standard
totally thrilled that this bakery wasted my time,"Sorry about that experience with this bakery, we'll do better.",0,drift
I found the concert to be excellent.,That's great to hear about the concert!,1,standard
I found the delivery to be terrible.,"That's disappointing to hear about the delivery, sorry about that.",0,standard
"In my opinion, this show is impressive.","That's wonderful, thanks for letting us know about this show!",1,standard
the new album is actually so underrated,"That's wonderful, thanks for letting us know about the new album!",1,drift
I found this show to be top-notch.,So glad you loved this show!,1,standard
I found the service to be disappointing.,Sorry the service let you down — thanks for the feedback.,0,standard
not this laptop being this bad 😭,"Sorry about that experience with this laptop, we'll do better.",0,drift
"In my opinion, this laptop is great.","That's wonderful, thanks for letting us know about this laptop!",1,standard
"yeah this jacket was amazing, said no one ever","That sounds frustrating, we'll look into this jacket.",0,drift
My experience with the customer support was frustrating.,We apologize for the trouble with the customer support.,0,standard
this software update is actually so underrated,"Awesome, sounds like this software update really impressed you!",1,drift
"Honestly, the delivery turned out unsatisfactory.","That sounds frustrating, we'll look into the delivery.",0,standard
lowkey obsessed with the flight 😍,Love that! Thanks for the kind words about the flight.,1,drift
"the new album was so overhyped, big letdown",Sorry to hear the new album didn't work out.,0,drift
The hotel room left me feeling it was unsatisfactory.,Sorry the hotel room let you down — thanks for the feedback.,0,standard
this camera is actually so underrated,That's great to hear about this camera!,1,drift
This show was genuinely well-made.,So glad you loved this show!,1,standard
"The service was poorly made, overall.",We apologize for the trouble with the service.,0,standard
okay the museum is actually kinda amazing ngl,"That's wonderful, thanks for letting us know about the museum!",1,drift
the restaurant lowkey ruined my day ngl,We apologize for the trouble with the restaurant.,0,drift
"yeah the hotel room was amazing, said no one ever","That sounds frustrating, we'll look into the hotel room.",0,drift
This course was genuinely fantastic.,So glad you loved this course!,1,standard
cant believe this bakery was this disappointing lol,"That's disappointing to hear about this bakery, sorry about that.",0,drift
the service... yeah no thx 💀,We apologize for the trouble with the service.,0,drift
I found the delivery to be excellent.,"That's wonderful, thanks for letting us know about the delivery!",1,standard
"Honestly, this laptop turned out reliable.",Thanks for sharing — happy this laptop worked out so well!,1,standard
My experience with the service was poorly made.,"That's disappointing to hear about the service, sorry about that.",0,standard
this show straight up flopped ngl,Sorry to hear this show didn't work out.,0,drift
"In my opinion, the concert is underwhelming.",Sorry the concert let you down — thanks for the feedback.,0,standard
I found the customer support to be impressive.,Love that! Thanks for the kind words about the customer support.,1,standard
"Honestly, this recipe turned out poorly made.","That's disappointing to hear about this recipe, sorry about that.",0,standard
the customer support slaps fr fr,Love that! Thanks for the kind words about the customer support.,1,drift
"color me surprised, this course was actually decent",Thanks for sharing — happy this course worked out so well!,1,drift
"somehow the delivery didn't disappoint for once, shocking",Love that! Thanks for the kind words about the delivery.,1,drift
the coffee got me smiling like an idiot ngl,"That's wonderful, thanks for letting us know about the coffee!",1,drift
The movie left me feeling it was frustrating.,Sorry the movie let you down — thanks for the feedback.,0,standard
"This phone was mediocre, overall.","Sorry about that experience with this phone, we'll do better.",0,standard
"Honestly, this show turned out reliable.","That's wonderful, thanks for letting us know about this show!",1,standard
"big yikes, this phone was rough 😬",Sorry to hear this phone didn't work out.,0,drift
not the museum being this bad 😭,Sorry the museum let you down — thanks for the feedback.,0,drift
"In my opinion, this game is unsatisfactory.","That's disappointing to hear about this game, sorry about that.",0,standard
"this game was so overhyped, big letdown",We apologize for the trouble with this game.,0,drift
this app is actually so underrated,Thanks for sharing — happy this app worked out so well!,1,drift
I found the coffee to be second-rate.,Sorry the coffee let you down — thanks for the feedback.,0,standard
"Honestly, this recipe turned out subpar.","Sorry about that experience with this recipe, we'll do better.",0,standard
This camera was genuinely enjoyable.,That's great to hear about this camera!,1,standard
This jacket was genuinely wonderful.,Love that! Thanks for the kind words about this jacket.,1,standard
wow the concert really outdid itself in disappointing me,"Sorry about that experience with the concert, we'll do better.",0,drift
My experience with the concert was satisfying.,"That's wonderful, thanks for letting us know about the concert!",1,standard
the service 10/10 would recommend,"That's wonderful, thanks for letting us know about the service!",1,drift
I found the gym membership to be outstanding.,Love that! Thanks for the kind words about the gym membership.,1,standard
This camera was genuinely impressive.,Thanks for sharing — happy this camera worked out so well!,1,standard
not gonna lie this book is kinda perfect,"That's wonderful, thanks for letting us know about this book!",1,drift
I found the customer support to be boring.,"That's disappointing to hear about the customer support, sorry about that.",0,standard
My experience with the museum was second-rate.,Sorry to hear the museum didn't work out.,0,standard
This phone was genuinely poorly made.,Sorry this phone let you down — thanks for the feedback.,0,standard
My experience with this show was mediocre.,"That sounds frustrating, we'll look into this show.",0,standard
the delivery is a hard pass fr,"That sounds frustrating, we'll look into the delivery.",0,drift
This book was genuinely top-notch.,Thanks for sharing — happy this book worked out so well!,1,standard
"somehow the service didn't disappoint for once, shocking",That's great to hear about the service!,1,drift
"color me surprised, the podcast was actually decent",So glad you loved the podcast!,1,drift
This app was genuinely satisfying.,That's great to hear about this app!,1,standard
The coffee was genuinely boring.,We apologize for the trouble with the coffee.,0,standard
"Honestly, the new album turned out excellent.",So glad you loved the new album!,1,standard
My experience with this camera was second-rate.,"That's disappointing to hear about this camera, sorry about that.",0,standard
The flight was genuinely great.,Love that! Thanks for the kind words about the flight.,1,standard
totally thrilled that the podcast wasted my time,"Sorry about that experience with the podcast, we'll do better.",0,drift
"somehow this bakery didn't disappoint for once, shocking",That's great to hear about this bakery!,1,drift
My experience with this book was boring.,"That's disappointing to hear about this book, sorry about that.",0,standard
the podcast is elite fr,"Awesome, sounds like the podcast really impressed you!",1,drift
My experience with the service was subpar.,Sorry the service let you down — thanks for the feedback.,0,standard
"Honestly, the concert turned out second-rate.",We apologize for the trouble with the concert.,0,standard
"shoutout to the hotel room, genuinely great",That's great to hear about the hotel room!,1,drift
the delivery is elite fr,"Awesome, sounds like the delivery really impressed you!",1,drift
"Honestly, the hotel room turned out subpar.",Sorry the hotel room let you down — thanks for the feedback.,0,standard
My experience with the museum was great.,"That's wonderful, thanks for letting us know about the museum!",1,standard
the coffee... yeah no thx 💀,"That's disappointing to hear about the coffee, sorry about that.",0,drift
"oh great, this recipe broke again, love that for me","That's disappointing to hear about this recipe, sorry about that.",0,drift
My experience with the restaurant was boring.,"That sounds frustrating, we'll look into the restaurant.",0,standard
the customer support is actually so underrated,"Awesome, sounds like the customer support really impressed you!",1,drift
"shoutout to this software update, genuinely great","Awesome, sounds like this software update really impressed you!",1,drift
"Honestly, this camera turned out excellent.",So glad you loved this camera!,1,standard
"In my opinion, the museum is unreliable.",We apologize for the trouble with the museum.,0,standard
My experience with the new album was great.,"That's wonderful, thanks for letting us know about the new album!",1,standard
"This app was fantastic, overall.",Thanks for sharing — happy this app worked out so well!,1,standard
"Honestly, the podcast turned out wonderful.",That's great to hear about the podcast!,1,standard
"Honestly, the restaurant turned out disappointing.",Sorry the restaurant let you down — thanks for the feedback.,0,standard
I found the museum to be top-notch.,"That's wonderful, thanks for letting us know about the museum!",1,standard
not me loving this camera this much lol,That's great to hear about this camera!,1,drift
This course was genuinely underwhelming.,"Sorry about that experience with this course, we'll do better.",0,standard
not this jacket being this bad 😭,Sorry to hear this jacket didn't work out.,0,drift
this app... yeah no thx 💀,"That sounds frustrating, we'll look into this app.",0,drift
The new album left me feeling it was poorly made.,"That sounds frustrating, we'll look into the new album.",0,standard
this laptop... yeah no thx 💀,We apologize for the trouble with this laptop.,0,drift
I found this software update to be unsatisfactory.,We apologize for the trouble with this software update.,0,standard
the customer support is a hard pass fr,"That sounds frustrating, we'll look into the customer support.",0,drift
"the gym membership was so overhyped, big letdown","Sorry about that experience with the gym membership, we'll do better.",0,drift
"In my opinion, this show is second-rate.",We apologize for the trouble with this show.,0,standard
The hotel room was genuinely subpar.,Sorry the hotel room let you down — thanks for the feedback.,0,standard
I found the hotel room to be great.,So glad you loved the hotel room!,1,standard
The concert was genuinely superb.,Love that! Thanks for the kind words about the concert.,1,standard
okay this phone is actually kinda amazing ngl,Thanks for sharing — happy this phone worked out so well!,1,drift
"This phone was underwhelming, overall.",Sorry this phone let you down — thanks for the feedback.,0,standard
wasn't expecting much but the museum actually delivered,"Awesome, sounds like the museum really impressed you!",1,drift
I found the delivery to be disappointing.,"That's disappointing to hear about the delivery, sorry about that.",0,standard
"This bakery was wonderful, overall.","That's wonderful, thanks for letting us know about this bakery!",1,standard
the museum hit different 🙌,"That's wonderful, thanks for letting us know about the museum!",1,drift
"big yikes, the movie was rough 😬",Sorry to hear the movie didn't work out.,0,drift
"this jacket was a whole vibe, loved it",So glad you loved this jacket!,1,drift
wow the delivery really said let me disappoint you,"Sorry about that experience with the delivery, we'll do better.",0,drift
this recipe really said main character energy,"Awesome, sounds like this recipe really impressed you!",1,drift
"Honestly, the museum turned out awful.","That sounds frustrating, we'll look into the museum.",0,standard
this software update 10/10 would recommend,"Awesome, sounds like this software update really impressed you!",1,drift
this app 2/10 do not recommend,"That's disappointing to hear about this app, sorry about that.",0,drift
I found the flight to be awful.,Sorry to hear the flight didn't work out.,0,standard
the customer support is giving excellence tbh,Thanks for sharing — happy the customer support worked out so well!,1,drift
lowkey obsessed with this course 😍,Love that! Thanks for the kind words about this course.,1,drift
"The delivery was unreliable, overall.","That's disappointing to hear about the delivery, sorry about that.",0,standard
"great job this laptop, truly inspiring levels of bad","Sorry about that experience with this laptop, we'll do better.",0,drift
this recipe straight up flopped ngl,Sorry to hear this recipe didn't work out.,0,drift
"The podcast was disappointing, overall.",We apologize for the trouble with the podcast.,0,standard
"this software update was a whole vibe, loved it",So glad you loved this software update!,1,drift
"Honestly, this jacket turned out unsatisfactory.",We apologize for the trouble with this jacket.,0,standard
My experience with the hotel room was great.,"That's wonderful, thanks for letting us know about the hotel room!",1,standard
The restaurant left me feeling it was terrible.,We apologize for the trouble with the restaurant.,0,standard
the restaurant... yeah no thx 💀,We apologize for the trouble with the restaurant.,0,drift
"yeah the delivery was amazing, said no one ever",Sorry to hear the delivery didn't work out.,0,drift
My experience with the gym membership was second-rate.,Sorry the gym membership let you down — thanks for the feedback.,0,standard
"Honestly, the concert turned out wonderful.","That's wonderful, thanks for letting us know about the concert!",1,standard
wasn't expecting much but this camera actually delivered,"That's wonderful, thanks for letting us know about this camera!",1,drift
My experience with this course was underwhelming.,"Sorry about that experience with this course, we'll do better.",0,standard
I found the coffee to be enjoyable.,"That's wonderful, thanks for letting us know about the coffee!",1,standard
"This bakery was awful, overall.","Sorry about that experience with this bakery, we'll do better.",0,standard
The podcast left me feeling it was impressive.,"That's wonderful, thanks for letting us know about the podcast!",1,standard
"Honestly, this recipe turned out enjoyable.","That's wonderful, thanks for letting us know about this recipe!",1,standard
The museum left me feeling it was disappointing.,"That sounds frustrating, we'll look into the museum.",0,standard
"The service was enjoyable, overall.","Awesome, sounds like the service really impressed you!",1,standard
"In my opinion, this recipe is excellent.",Thanks for sharing — happy this recipe worked out so well!,1,standard
"In my opinion, the movie is fantastic.","Awesome, sounds like the movie really impressed you!",1,standard
this course slaps fr fr,"Awesome, sounds like this course really impressed you!",1,drift
"This show was disappointing, overall.",We apologize for the trouble with this show.,0,standard
the coffee lowkey ruined my day ngl,Sorry the coffee let you down — thanks for the feedback.,0,drift
I found this course to be fantastic.,"That's wonderful, thanks for letting us know about this course!",1,standard
the new album hit different 🙌,That's great to hear about the new album!,1,drift
okay the service is actually kinda amazing ngl,Love that! Thanks for the kind words about the service.,1,drift
I found the service to be great.,So glad you loved the service!,1,standard
the coffee slaps fr fr,Thanks for sharing — happy the coffee worked out so well!,1,drift
this show is actually so underrated,That's great to hear about this show!,1,drift
