text,label,style
not gonna lie this game is kinda perfect,1,drift
this recipe straight up flopped ngl,0,drift
"yeah the customer support was amazing, said no one ever",0,drift
this app really said main character energy,1,drift
ngl this show is actually fire 🔥,1,drift
cant believe the podcast was this disappointing lol,0,drift
the new album mid af ngl,0,drift
cant believe the hotel room was this disappointing lol,0,drift
this camera is giving excellence tbh,1,drift
"oh great, the concert broke again, love that for me",0,drift
ngl this software update is actually fire 🔥,1,drift
the concert deadass changed my life lol,1,drift
"somehow the coffee didn't disappoint for once, shocking",1,drift
the concert is a hard pass fr,0,drift
okay the podcast is actually kinda amazing ngl,1,drift
the delivery 10/10 would recommend,1,drift
"color me surprised, the delivery was actually decent",1,drift
okay the museum is actually kinda amazing ngl,1,drift
lowkey obsessed with the restaurant 😍,1,drift
wow this jacket really outdid itself in disappointing me,0,drift
okay this show is actually kinda amazing ngl,1,drift
"shoutout to this laptop, genuinely great",1,drift
"shoutout to the museum, genuinely great",1,drift
this camera is a hard pass fr,0,drift
not this app being this bad 😭,0,drift
"yeah the delivery was amazing, said no one ever",0,drift
wow the customer support really said let me disappoint you,0,drift
"great job this camera, truly inspiring levels of bad",0,drift
obsessed w the restaurant rn 😭❤️,1,drift
"the hotel room was so overhyped, big letdown",0,drift
obsessed w the hotel room rn 😭❤️,1,drift
"this phone was so overhyped, big letdown",0,drift
"the museum was so overhyped, big letdown",0,drift
lowkey obsessed with the delivery 😍,1,drift
okay this camera is actually kinda amazing ngl,1,drift
not gonna lie the hotel room is kinda perfect,1,drift
the podcast slaps fr fr,1,drift
this app got me smiling like an idiot ngl,1,drift
cant believe this jacket was this disappointing lol,0,drift
this phone deadass changed my life lol,1,drift
this phone was mid tbh,0,drift
this show hit different 🙌,1,drift
"this show was a whole vibe, loved it",1,drift
this course lowkey ruined my day ngl,0,drift
not gonna lie the podcast is kinda perfect,1,drift
"yeah the podcast was amazing, said no one ever",0,drift
cant believe the museum was this disappointing lol,0,drift
"the delivery was so overhyped, big letdown",0,drift
this software update 10/10 would recommend,1,drift
not gonna lie this software update is kinda perfect,1,drift
this bakery is a hard pass fr,0,drift
wasn't expecting much but the coffee actually delivered,1,drift
okay this laptop is actually kinda amazing ngl,1,drift
the flight is a hard pass fr,0,drift
the flight was mid tbh,0,drift
okay this course is actually kinda amazing ngl,1,drift
"this software update was so overhyped, big letdown",0,drift
not gonna lie the concert is kinda perfect,1,drift
"great job the movie, truly inspiring levels of bad",0,drift
"oh great, this book broke again, love that for me",0,drift
wow the delivery really outdid itself in disappointing me,0,drift
the movie mid af ngl,0,drift
the flight is elite fr,1,drift
the flight is giving excellence tbh,1,drift
"big yikes, this bakery was rough 😬",0,drift
ngl this laptop is actually fire 🔥,1,drift
this bakery is goated no cap,1,drift
totally thrilled that this software update wasted my time,0,drift
this jacket... yeah no thx 💀,0,drift
"great job this book, truly inspiring levels of bad",0,drift
not gonna lie this course is kinda perfect,1,drift
"great job the concert, truly inspiring levels of bad",0,drift
this show is goated no cap,1,drift
the restaurant is a hard pass fr,0,drift
wow this software update really said let me disappoint you,0,drift
"big yikes, this jacket was rough 😬",0,drift
the museum got me smiling like an idiot ngl,1,drift
"somehow this software update didn't disappoint for once, shocking",1,drift
"this recipe was a whole vibe, loved it",1,drift
"yeah this game was amazing, said no one ever",0,drift
the podcast mid af ngl,0,drift
"the customer support was so overhyped, big letdown",0,drift
lol this jacket is straight up trash,0,drift
this show... yeah no thx 💀,0,drift
"color me surprised, this game was actually decent",1,drift
not the new album being this bad 😭,0,drift
the podcast was mid tbh,0,drift
lol the podcast is straight up trash,0,drift
"color me surprised, the museum was actually decent",1,drift
"yeah the new album was amazing, said no one ever",0,drift
"yeah this show was amazing, said no one ever",0,drift
"great job the restaurant, truly inspiring levels of bad",0,drift
this game mid af ngl,0,drift
"oh great, the flight broke again, love that for me",0,drift
this course is elite fr,1,drift
lol this camera is straight up trash,0,drift
this jacket straight up flopped ngl,0,drift
ngl this recipe is actually fire 🔥,1,drift
this jacket mid af ngl,0,drift
the concert lowkey ruined my day ngl,0,drift
