text,label,style
"In my opinion, the concert is reliable.",1,standard
This recipe was genuinely superb.,1,standard
This camera left me feeling it was subpar.,0,standard
I found this recipe to be mediocre.,0,standard
"The delivery was well-made, overall.",1,standard
This book left me feeling it was impressive.,1,standard
The delivery left me feeling it was superb.,1,standard
This laptop left me feeling it was impressive.,1,standard
"Honestly, the flight turned out great.",1,standard
"Honestly, the museum turned out terrible.",0,standard
The service was genuinely frustrating.,0,standard
This show left me feeling it was top-notch.,1,standard
My experience with the restaurant was boring.,0,standard
My experience with the new album was subpar.,0,standard
My experience with this course was outstanding.,1,standard
"The customer support was terrible, overall.",0,standard
I found the podcast to be excellent.,1,standard
I found the new album to be excellent.,1,standard
"The hotel room was superb, overall.",1,standard
"This jacket was well-made, overall.",1,standard
"Honestly, this app turned out poorly made.",0,standard
I found this book to be unreliable.,0,standard
The museum was genuinely top-notch.,1,standard
"This course was reliable, overall.",1,standard
This camera was genuinely poorly made.,0,standard
I found this recipe to be second-rate.,0,standard
"Honestly, the podcast turned out satisfying.",1,standard
I found this course to be underwhelming.,0,standard
"In my opinion, this bakery is superb.",1,standard
I found this laptop to be poorly made.,0,standard
The hotel room left me feeling it was satisfying.,1,standard
"The movie was underwhelming, overall.",0,standard
I found this course to be impressive.,1,standard
This camera left me feeling it was unsatisfactory.,0,standard
My experience with the concert was boring.,0,standard
"The delivery was impressive, overall.",1,standard
The delivery was genuinely well-made.,1,standard
"In my opinion, this software update is awful.",0,standard
I found this bakery to be satisfying.,1,standard
This recipe left me feeling it was wonderful.,1,standard
The customer support left me feeling it was satisfying.,1,standard
The service left me feeling it was excellent.,1,standard
This phone left me feeling it was unreliable.,0,standard
"Honestly, the flight turned out frustrating.",0,standard
"In my opinion, the new album is boring.",0,standard
My experience with this book was unsatisfactory.,0,standard
"This software update was satisfying, overall.",1,standard
"This show was great, overall.",1,standard
This show was genuinely reliable.,1,standard
"Honestly, the movie turned out subpar.",0,standard
"In my opinion, the flight is outstanding.",1,standard
"Honestly, this recipe turned out fantastic.",1,standard
My experience with the museum was wonderful.,1,standard
"Honestly, this laptop turned out subpar.",0,standard
My experience with the movie was unsatisfactory.,0,standard
This phone was genuinely excellent.,1,standard
"Honestly, the restaurant turned out impressive.",1,standard
My experience with the restaurant was subpar.,0,standard
"The new album was second-rate, overall.",0,standard
The podcast was genuinely satisfying.,1,standard
"This jacket was great, overall.",1,standard
This phone left me feeling it was subpar.,0,standard
I found this app to be terrible.,0,standard
"Honestly, the hotel room turned out outstanding.",1,standard
This game was genuinely unsatisfactory.,0,standard
This software update left me feeling it was wonderful.,1,standard
This game left me feeling it was satisfying.,1,standard
I found the museum to be boring.,0,standard
"In my opinion, the delivery is frustrating.",0,standard
"In my opinion, the service is top-notch.",1,standard
"In my opinion, the customer support is terrible.",0,standard
This game was genuinely frustrating.,0,standard
I found the podcast to be superb.,1,standard
I found the coffee to be awful.,0,standard
"The new album was mediocre, overall.",0,standard
"In my opinion, this bakery is well-made.",1,standard
"Honestly, this course turned out enjoyable.",1,standard
This camera was genuinely frustrating.,0,standard
"The gym membership was unsatisfactory, overall.",0,standard
I found this phone to be impressive.,1,standard
"Honestly, the museum turned out great.",1,standard
I found this show to be poorly made.,0,standard
My experience with the concert was terrible.,0,standard
My experience with this phone was superb.,1,standard
"In my opinion, the new album is fantastic.",1,standard
This book left me feeling it was outstanding.,1,standard
"This course was second-rate, overall.",0,standard
My experience with the customer support was underwhelming.,0,standard
"Honestly, this bakery turned out reliable.",1,standard
The concert left me feeling it was poorly made.,0,standard
This camera was genuinely reliable.,1,standard
I found the delivery to be outstanding.,1,standard
The movie was genuinely reliable.,1,standard
My experience with the flight was enjoyable.,1,standard
I found this book to be awful.,0,standard
The museum was genuinely fantastic.,1,standard
"The restaurant was underwhelming, overall.",0,standard
"In my opinion, this book is terrible.",0,standard
"In my opinion, this game is frustrating.",0,standard
My experience with the restaurant was enjoyable.,1,standard
"Honestly, the gym membership turned out underwhelming.",0,standard
The customer support was genuinely subpar.,0,standard
"In my opinion, the concert is top-notch.",1,standard
The podcast was genuinely superb.,1,standard
I found the gym membership to be unreliable.,0,standard
This software update was genuinely disappointing.,0,standard
"In my opinion, the podcast is excellent.",1,standard
This jacket was genuinely awful.,0,standard
My experience with this app was satisfying.,1,standard
The flight left me feeling it was unreliable.,0,standard
"This app was underwhelming, overall.",0,standard
"Honestly, this app turned out fantastic.",1,standard
My experience with this laptop was frustrating.,0,standard
"This game was excellent, overall.",1,standard
"Honestly, the concert turned out reliable.",1,standard
I found this phone to be subpar.,0,standard
"Honestly, the customer support turned out subpar.",0,standard
"In my opinion, the flight is underwhelming.",0,standard
I found this book to be poorly made.,0,standard
I found this software update to be poorly made.,0,standard
"Honestly, this laptop turned out well-made.",1,standard
I found the hotel room to be mediocre.,0,standard
The museum left me feeling it was outstanding.,1,standard
"The coffee was excellent, overall.",1,standard
This show left me feeling it was excellent.,1,standard
I found this show to be outstanding.,1,standard
The podcast was genuinely underwhelming.,0,standard
I found this software update to be underwhelming.,0,standard
I found the new album to be terrible.,0,standard
"This course was boring, overall.",0,standard
"The coffee was unreliable, overall.",0,standard
This software update was genuinely excellent.,1,standard
I found this phone to be poorly made.,0,standard
I found this jacket to be poorly made.,0,standard
My experience with this jacket was subpar.,0,standard
"In my opinion, this phone is outstanding.",1,standard
"In my opinion, the hotel room is outstanding.",1,standard
My experience with this bakery was reliable.,1,standard
The coffee left me feeling it was fantastic.,1,standard
"In my opinion, this bakery is subpar.",0,standard
The flight was genuinely reliable.,1,standard
This software update was genuinely frustrating.,0,standard
I found the delivery to be excellent.,1,standard
The new album left me feeling it was disappointing.,0,standard
The coffee left me feeling it was subpar.,0,standard
"In my opinion, the service is satisfying.",1,standard
"Honestly, the new album turned out poorly made.",0,standard
My experience with the concert was great.,1,standard
The service was genuinely impressive.,1,standard
"Honestly, this laptop turned out outstanding.",1,standard
"Honestly, the museum turned out well-made.",1,standard
I found this game to be underwhelming.,0,standard
The museum was genuinely wonderful.,1,standard
"In my opinion, the concert is second-rate.",0,standard
"In my opinion, this book is excellent.",1,standard
"The delivery was boring, overall.",0,standard
I found the delivery to be great.,1,standard
"Honestly, this software update turned out boring.",0,standard
The flight left me feeling it was great.,1,standard
My experience with this camera was frustrating.,0,standard
"Honestly, this game turned out disappointing.",0,standard
"In my opinion, this game is impressive.",1,standard
My experience with this software update was unsatisfactory.,0,standard
"The restaurant was reliable, overall.",1,standard
The movie was genuinely second-rate.,0,standard
The new album was genuinely outstanding.,1,standard
My experience with the service was frustrating.,0,standard
My experience with the podcast was unsatisfactory.,0,standard
The museum left me feeling it was fantastic.,1,standard
The hotel room was genuinely terrible.,0,standard
I found the restaurant to be unreliable.,0,standard
"Honestly, this laptop turned out underwhelming.",0,standard
This game left me feeling it was impressive.,1,standard
"The coffee was satisfying, overall.",1,standard
"Honestly, this jacket turned out excellent.",1,standard
My experience with this laptop was enjoyable.,1,standard
"In my opinion, this camera is excellent.",1,standard
I found the concert to be mediocre.,0,standard
"This course was underwhelming, overall.",0,standard
The new album was genuinely frustrating.,0,standard
My experience with the movie was unreliable.,0,standard
This software update left me feeling it was great.,1,standard
"In my opinion, this recipe is disappointing.",0,standard
"This app was unsatisfactory, overall.",0,standard
"This recipe was terrible, overall.",0,standard
The movie left me feeling it was second-rate.,0,standard
"The service was top-notch, overall.",1,standard
I found the gym membership to be unsatisfactory.,0,standard
"Honestly, the restaurant turned out outstanding.",1,standard
The concert was genuinely second-rate.,0,standard
"In my opinion, this app is great.",1,standard
The delivery was genuinely excellent.,1,standard
"In my opinion, this software update is unreliable.",0,standard
The gym membership was genuinely mediocre.,0,standard
The movie was genuinely superb.,1,standard
"The customer support was great, overall.",1,standard
This app left me feeling it was top-notch.,1,standard
My experience with the service was disappointing.,0,standard
I found this show to be boring.,0,standard
I found this laptop to be satisfying.,1,standard
"Honestly, this phone turned out awful.",0,standard
"Honestly, this show turned out satisfying.",1,standard
The movie left me feeling it was boring.,0,standard
"In my opinion, this show is underwhelming.",0,standard
"Honestly, the coffee turned out second-rate.",0,standard
This recipe left me feeling it was underwhelming.,0,standard
My experience with the movie was fantastic.,1,standard
"The restaurant was subpar, overall.",0,standard
My experience with the podcast was fantastic.,1,standard
The movie left me feeling it was wonderful.,1,standard
My experience with the flight was mediocre.,0,standard
This phone left me feeling it was wonderful.,1,standard
"The coffee was mediocre, overall.",0,standard
I found the coffee to be disappointing.,0,standard
"In my opinion, this bakery is frustrating.",0,standard
I found this bakery to be frustrating.,0,standard
"In my opinion, the delivery is superb.",1,standard
"Honestly, this jacket turned out frustrating.",0,standard
"In my opinion, this phone is underwhelming.",0,standard
This laptop was genuinely satisfying.,1,standard
The service was genuinely subpar.,0,standard
I found this phone to be wonderful.,1,standard
"The delivery was top-notch, overall.",1,standard
This bakery left me feeling it was awful.,0,standard
My experience with this laptop was outstanding.,1,standard
"Honestly, the hotel room turned out reliable.",1,standard
My experience with this jacket was awful.,0,standard
"Honestly, this recipe turned out reliable.",1,standard
The museum left me feeling it was mediocre.,0,standard
This bakery was genuinely boring.,0,standard
"The concert was top-notch, overall.",1,standard
"Honestly, the flight turned out boring.",0,standard
"This game was well-made, overall.",1,standard
My experience with the coffee was impressive.,1,standard
"In my opinion, the customer support is awful.",0,standard
This show left me feeling it was great.,1,standard
"This show was fantastic, overall.",1,standard
I found this recipe to be great.,1,standard
I found this software update to be wonderful.,1,standard
"Honestly, the restaurant turned out great.",1,standard
My experience with the delivery was outstanding.,1,standard
"In my opinion, this app is second-rate.",0,standard
"Honestly, the delivery turned out subpar.",0,standard
This laptop left me feeling it was fantastic.,1,standard
"In my opinion, the flight is great.",1,standard
"Honestly, this app turned out outstanding.",1,standard
I found the coffee to be wonderful.,1,standard
"In my opinion, the concert is boring.",0,standard
The new album was genuinely unsatisfactory.,0,standard
I found the service to be underwhelming.,0,standard
This laptop left me feeling it was boring.,0,standard
"This game was subpar, overall.",0,standard
The movie was genuinely unreliable.,0,standard
The podcast left me feeling it was subpar.,0,standard
This recipe was genuinely satisfying.,1,standard
"In my opinion, this camera is impressive.",1,standard
"Honestly, this jacket turned out top-notch.",1,standard
My experience with the podcast was subpar.,0,standard
I found this camera to be fantastic.,1,standard
"Honestly, the flight turned out second-rate.",0,standard
"In my opinion, the customer support is impressive.",1,standard
"In my opinion, the customer support is mediocre.",0,standard
"In my opinion, the delivery is second-rate.",0,standard
My experience with the hotel room was disappointing.,0,standard
"Honestly, this show turned out terrible.",0,standard
I found the podcast to be fantastic.,1,standard
This show was genuinely poorly made.,0,standard
"In my opinion, this recipe is mediocre.",0,standard
"The concert was satisfying, overall.",1,standard
My experience with this show was satisfying.,1,standard
"In my opinion, the delivery is outstanding.",1,standard
"In my opinion, the gym membership is fantastic.",1,standard
"The hotel room was satisfying, overall.",1,standard
I found this software update to be terrible.,0,standard
"Honestly, this show turned out top-notch.",1,standard
The podcast was genuinely unreliable.,0,standard
This jacket left me feeling it was reliable.,1,standard
My experience with the gym membership was unreliable.,0,standard
I found the podcast to be mediocre.,0,standard
My experience with this laptop was second-rate.,0,standard
My experience with this app was mediocre.,0,standard
This show left me feeling it was poorly made.,0,standard
This course left me feeling it was top-notch.,1,standard
"This bakery was great, overall.",1,standard
The podcast left me feeling it was excellent.,1,standard
The restaurant left me feeling it was top-notch.,1,standard
My experience with the hotel room was unreliable.,0,standard
The gym membership left me feeling it was disappointing.,0,standard
The gym membership was genuinely top-notch.,1,standard
"In my opinion, the customer support is excellent.",1,standard
This camera was genuinely awful.,0,standard
My experience with the gym membership was superb.,1,standard
My experience with this recipe was well-made.,1,standard
This app was genuinely wonderful.,1,standard
"Honestly, the concert turned out great.",1,standard
"Honestly, this recipe turned out underwhelming.",0,standard
"This phone was second-rate, overall.",0,standard
I found this app to be unreliable.,0,standard
The customer support was genuinely unreliable.,0,standard
This recipe left me feeling it was fantastic.,1,standard
"Honestly, the movie turned out great.",1,standard
I found the museum to be mediocre.,0,standard
"The coffee was second-rate, overall.",0,standard
The movie left me feeling it was outstanding.,1,standard
I found the movie to be poorly made.,0,standard
My experience with this book was impressive.,1,standard
My experience with the delivery was unsatisfactory.,0,standard
The concert left me feeling it was reliable.,1,standard
"In my opinion, this course is unreliable.",0,standard
I found this phone to be terrible.,0,standard
The coffee was genuinely disappointing.,0,standard
"Honestly, this book turned out satisfying.",1,standard
This bakery left me feeling it was terrible.,0,standard
I found the delivery to be awful.,0,standard
"The new album was poorly made, overall.",0,standard
The delivery was genuinely fantastic.,1,standard
"The movie was unsatisfactory, overall.",0,standard
"In my opinion, this phone is superb.",1,standard
My experience with the service was subpar.,0,standard
"The delivery was fantastic, overall.",1,standard
This software update left me feeling it was mediocre.,0,standard
The new album left me feeling it was unsatisfactory.,0,standard
My experience with the flight was outstanding.,1,standard
My experience with this bakery was unsatisfactory.,0,standard
This book left me feeling it was well-made.,1,standard
The museum was genuinely unsatisfactory.,0,standard
My experience with the museum was awful.,0,standard
The new album was genuinely superb.,1,standard
This camera left me feeling it was fantastic.,1,standard
This game left me feeling it was second-rate.,0,standard
"In my opinion, this laptop is unreliable.",0,standard
My experience with this bakery was mediocre.,0,standard
"In my opinion, this app is unsatisfactory.",0,standard
"In my opinion, the restaurant is subpar.",0,standard
"Honestly, the gym membership turned out frustrating.",0,standard
My experience with the concert was awful.,0,standard
"Honestly, this course turned out outstanding.",1,standard
My experience with the customer support was unsatisfactory.,0,standard
"Honestly, the restaurant turned out fantastic.",1,standard
"Honestly, this game turned out subpar.",0,standard
"This laptop was second-rate, overall.",0,standard
I found the concert to be superb.,1,standard
The restaurant was genuinely frustrating.,0,standard
"Honestly, the movie turned out outstanding.",1,standard
"In my opinion, this jacket is reliable.",1,standard
The coffee was genuinely unreliable.,0,standard
"In my opinion, this app is awful.",0,standard
"Honestly, the restaurant turned out poorly made.",0,standard
"Honestly, this laptop turned out enjoyable.",1,standard
I found the hotel room to be awful.,0,standard
I found this book to be frustrating.,0,standard
"Honestly, this jacket turned out underwhelming.",0,standard
"In my opinion, this software update is boring.",0,standard
"In my opinion, this show is terrible.",0,standard
"Honestly, the movie turned out wonderful.",1,standard
"The coffee was well-made, overall.",1,standard
This camera left me feeling it was well-made.,1,standard
My experience with the podcast was reliable.,1,standard
"Honestly, this camera turned out top-notch.",1,standard
This recipe was genuinely reliable.,1,standard
"In my opinion, this show is second-rate.",0,standard
I found the restaurant to be second-rate.,0,standard
"Honestly, the podcast turned out subpar.",0,standard
"Honestly, this course turned out impressive.",1,standard
"In my opinion, the museum is great.",1,standard
My experience with the concert was top-notch.,1,standard
"The gym membership was reliable, overall.",1,standard
"The hotel room was great, overall.",1,standard
"Honestly, the gym membership turned out excellent.",1,standard
This game left me feeling it was poorly made.,0,standard
The concert left me feeling it was subpar.,0,standard
This recipe was genuinely excellent.,1,standard
"This jacket was poorly made, overall.",0,standard
"In my opinion, this recipe is top-notch.",1,standard
The coffee was genuinely superb.,1,standard
I found the gym membership to be enjoyable.,1,standard
My experience with this app was poorly made.,0,standard
My experience with the coffee was great.,1,standard
"This book was wonderful, overall.",1,standard
"In my opinion, this camera is disappointing.",0,standard
"Honestly, the delivery turned out frustrating.",0,standard
"Honestly, this app turned out well-made.",1,standard
The restaurant was genuinely subpar.,0,standard
"Honestly, this camera turned out well-made.",1,standard
I found this game to be poorly made.,0,standard
My experience with the flight was top-notch.,1,standard
The service left me feeling it was second-rate.,0,standard
This course was genuinely top-notch.,1,standard
"In my opinion, the coffee is outstanding.",1,standard
I found the delivery to be wonderful.,1,standard
"In my opinion, this jacket is top-notch.",1,standard
This camera was genuinely excellent.,1,standard
"The hotel room was awful, overall.",0,standard
"The hotel room was poorly made, overall.",0,standard
The flight was genuinely well-made.,1,standard
"This game was terrible, overall.",0,standard
I found the coffee to be unsatisfactory.,0,standard
"The new album was reliable, overall.",1,standard
"In my opinion, the movie is disappointing.",0,standard
I found the podcast to be underwhelming.,0,standard
"Honestly, this course turned out satisfying.",1,standard
My experience with the movie was disappointing.,0,standard
"The new album was top-notch, overall.",1,standard
My experience with this jacket was poorly made.,0,standard
The museum left me feeling it was subpar.,0,standard
"Honestly, the new album turned out disappointing.",0,standard
I found the customer support to be wonderful.,1,standard
My experience with this jacket was top-notch.,1,standard
"This phone was subpar, overall.",0,standard
"This bakery was top-notch, overall.",1,standard
My experience with the customer support was satisfying.,1,standard
"In my opinion, the movie is mediocre.",0,standard
My experience with this course was mediocre.,0,standard
My experience with the flight was excellent.,1,standard
I found this game to be top-notch.,1,standard
"The gym membership was outstanding, overall.",1,standard
The gym membership left me feeling it was wonderful.,1,standard
My experience with the coffee was unsatisfactory.,0,standard
My experience with the coffee was excellent.,1,standard
"In my opinion, this course is awful.",0,standard
"The service was impressive, overall.",1,standard
This game left me feeling it was terrible.,0,standard
"This app was poorly made, overall.",0,standard
"This show was poorly made, overall.",0,standard
This bakery was genuinely frustrating.,0,standard
The movie left me feeling it was awful.,0,standard
I found this game to be unreliable.,0,standard
I found the customer support to be satisfying.,1,standard
The new album left me feeling it was satisfying.,1,standard
"The museum was reliable, overall.",1,standard
This camera was genuinely enjoyable.,1,standard
"The podcast was satisfying, overall.",1,standard
My experience with the gym membership was well-made.,1,standard
"This laptop was enjoyable, overall.",1,standard
"This game was top-notch, overall.",1,standard
The movie was genuinely great.,1,standard
I found the museum to be second-rate.,0,standard
"In my opinion, this recipe is subpar.",0,standard
This phone was genuinely fantastic.,1,standard
I found the restaurant to be great.,1,standard
"Honestly, this show turned out outstanding.",1,standard
"Honestly, this app turned out mediocre.",0,standard
My experience with this book was subpar.,0,standard
The hotel room was genuinely impressive.,1,standard
"In my opinion, the new album is top-notch.",1,standard
"In my opinion, the delivery is unreliable.",0,standard
"Honestly, this laptop turned out unreliable.",0,standard
"The flight was excellent, overall.",1,standard
This show left me feeling it was superb.,1,standard
"Honestly, this game turned out reliable.",1,standard
The delivery left me feeling it was boring.,0,standard
"Honestly, this software update turned out mediocre.",0,standard
The gym membership left me feeling it was fantastic.,1,standard
"This book was reliable, overall.",1,standard
"The restaurant was impressive, overall.",1,standard
"In my opinion, the flight is terrible.",0,standard
My experience with this course was unsatisfactory.,0,standard
"The hotel room was enjoyable, overall.",1,standard
"In my opinion, this recipe is awful.",0,standard
My experience with the flight was fantastic.,1,standard
My experience with the service was terrible.,0,standard
"Honestly, this recipe turned out unreliable.",0,standard
The gym membership left me feeling it was unreliable.,0,standard
This game left me feeling it was subpar.,0,standard
I found the movie to be unsatisfactory.,0,standard
My experience with the museum was subpar.,0,standard
The customer support was genuinely well-made.,1,standard
I found this app to be outstanding.,1,standard
I found the movie to be subpar.,0,standard
"In my opinion, this recipe is enjoyable.",1,standard
I found the restaurant to be poorly made.,0,standard
I found this software update to be well-made.,1,standard
"Honestly, this laptop turned out boring.",0,standard
My experience with this software update was subpar.,0,standard
The flight left me feeling it was satisfying.,1,standard
"In my opinion, this software update is wonderful.",1,standard
I found the coffee to be enjoyable.,1,standard
My experience with this laptop was unreliable.,0,standard
The restaurant was genuinely unsatisfactory.,0,standard
I found this show to be satisfying.,1,standard
"Honestly, this game turned out outstanding.",1,standard
"The movie was disappointing, overall.",0,standard
The new album was genuinely boring.,0,standard
My experience with this jacket was mediocre.,0,standard
This bakery left me feeling it was reliable.,1,standard
The hotel room left me feeling it was underwhelming.,0,standard
This game was genuinely second-rate.,0,standard
"The museum was boring, overall.",0,standard
"Honestly, this book turned out terrible.",0,standard
The museum left me feeling it was satisfying.,1,standard
I found the coffee to be satisfying.,1,standard
"In my opinion, the podcast is underwhelming.",0,standard
I found this show to be top-notch.,1,standard
"The customer support was unsatisfactory, overall.",0,standard
"In my opinion, this camera is terrible.",0,standard
My experience with the restaurant was awful.,0,standard
"Honestly, this jacket turned out subpar.",0,standard
My experience with the gym membership was great.,1,standard
"Honestly, this software update turned out terrible.",0,standard
This game was genuinely fantastic.,1,standard
"This course was disappointing, overall.",0,standard
The museum left me feeling it was great.,1,standard
This game left me feeling it was well-made.,1,standard
The hotel room was genuinely frustrating.,0,standard
