text,label,style
"In my opinion, the podcast is excellent.",1,standard
"In my opinion, this game is underwhelming.",0,standard
"In my opinion, this phone is well-made.",1,standard
This app was genuinely satisfying.,1,standard
My experience with this course was mediocre.,0,standard
"Honestly, this phone turned out fantastic.",1,standard
this phone... yeah no thx 💀,0,drift
"Honestly, this book turned out satisfying.",1,standard
this software update slaps fr fr,1,drift
"great job the customer support, truly inspiring levels of bad",0,drift
the gym membership deadass changed my life lol,1,drift
"Honestly, this book turned out poorly made.",0,standard
the new album... yeah no thx 💀,0,drift
this book lowkey ruined my day ngl,0,drift
The gym membership left me feeling it was frustrating.,0,standard
This game left me feeling it was subpar.,0,standard
I found the restaurant to be mediocre.,0,standard
"In my opinion, this show is underwhelming.",0,standard
"Honestly, this camera turned out impressive.",1,standard
My experience with this jacket was poorly made.,0,standard
My experience with this course was subpar.,0,standard
"The museum was impressive, overall.",1,standard
"Honestly, the customer support turned out mediocre.",0,standard
"In my opinion, the service is wonderful.",1,standard
My experience with the concert was unsatisfactory.,0,standard
this bakery mid af ngl,0,drift
"Honestly, the gym membership turned out underwhelming.",0,standard
"oh great, this phone broke again, love that for me",0,drift
"great job this bakery, truly inspiring levels of bad",0,drift
"The new album was excellent, overall.",1,standard
this laptop is giving excellence tbh,1,drift
My experience with the museum was wonderful.,1,standard
"the movie was so overhyped, big letdown",0,drift
The museum was genuinely enjoyable.,1,standard
The flight was genuinely subpar.,0,standard
This app was genuinely terrible.,0,standard
this camera hit different 🙌,1,drift
the restaurant hit different 🙌,1,drift
"Honestly, the concert turned out unsatisfactory.",0,standard
"In my opinion, the hotel room is outstanding.",1,standard
The gym membership was genuinely frustrating.,0,standard
I found this app to be outstanding.,1,standard
"can't stop thinking about the customer support, so good!!",1,drift
"The hotel room was great, overall.",1,standard
this bakery is giving excellence tbh,1,drift
the museum mid af ngl,0,drift
My experience with the new album was boring.,0,standard
I found the concert to be superb.,1,standard
the museum 2/10 do not recommend,0,drift
My experience with the flight was mediocre.,0,standard
The concert left me feeling it was subpar.,0,standard
The podcast left me feeling it was fantastic.,1,standard
the movie lowkey ruined my day ngl,0,drift
The restaurant was genuinely subpar.,0,standard
The flight left me feeling it was outstanding.,1,standard
This recipe was genuinely satisfying.,1,standard
The delivery left me feeling it was well-made.,1,standard
this bakery slaps fr fr,1,drift
"In my opinion, the podcast is boring.",0,standard
The gym membership left me feeling it was disappointing.,0,standard
totally thrilled that the customer support wasted my time,0,drift
the service slaps fr fr,1,drift
this camera lowkey ruined my day ngl,0,drift
"The concert was underwhelming, overall.",0,standard
This bakery left me feeling it was great.,1,standard
"This camera was well-made, overall.",1,standard
this course... yeah no thx 💀,0,drift
"In my opinion, this recipe is mediocre.",0,standard
"This app was satisfying, overall.",1,standard
I found the service to be outstanding.,1,standard
"big yikes, this phone was rough 😬",0,drift
the delivery is goated no cap,1,drift
"oh great, this game broke again, love that for me",0,drift
"The gym membership was unsatisfactory, overall.",0,standard
My experience with the customer support was boring.,0,standard
"This jacket was well-made, overall.",1,standard
this course mid af ngl,0,drift
This show left me feeling it was great.,1,standard
My experience with the museum was disappointing.,0,standard
This laptop was genuinely unreliable.,0,standard
"Honestly, this phone turned out awful.",0,standard
"Honestly, the restaurant turned out impressive.",1,standard
"the museum was so overhyped, big letdown",0,drift
the new album straight up flopped ngl,0,drift
"In my opinion, the customer support is superb.",1,standard
My experience with the restaurant was subpar.,0,standard
the hotel room is elite fr,1,drift
the hotel room 2/10 do not recommend,0,drift
"The concert was great, overall.",1,standard
the new album mid af ngl,0,drift
"big yikes, the delivery was rough 😬",0,drift
this game got me smiling like an idiot ngl,1,drift
"The movie was disappointing, overall.",0,standard
The hotel room left me feeling it was poorly made.,0,standard
The hotel room left me feeling it was mediocre.,0,standard
"the delivery was a whole vibe, loved it",1,drift
this book mid af ngl,0,drift
The hotel room left me feeling it was satisfying.,1,standard
The flight was genuinely mediocre.,0,standard
"Honestly, this show turned out terrible.",0,standard
wasn't expecting much but the coffee actually delivered,1,drift
"In my opinion, the customer support is terrible.",0,standard
this book 10/10 would recommend,1,drift
My experience with the service was great.,1,standard
this jacket deadass changed my life lol,1,drift
"color me surprised, the concert was actually decent",1,drift
"can't stop thinking about the concert, so good!!",1,drift
"In my opinion, the movie is disappointing.",0,standard
"shoutout to the museum, genuinely great",1,drift
The hotel room left me feeling it was underwhelming.,0,standard
the movie 10/10 would recommend,1,drift
not me loving this bakery this much lol,1,drift
"great job the service, truly inspiring levels of bad",0,drift
"Honestly, this bakery turned out outstanding.",1,standard
"The new album was mediocre, overall.",0,standard
The movie left me feeling it was satisfying.,1,standard
this recipe lowkey ruined my day ngl,0,drift
I found the coffee to be satisfying.,1,standard
This software update was genuinely enjoyable.,1,standard
"In my opinion, this bakery is frustrating.",0,standard
The coffee was genuinely frustrating.,0,standard
This game was genuinely underwhelming.,0,standard
"This book was enjoyable, overall.",1,standard
okay the gym membership is actually kinda amazing ngl,1,drift
My experience with the flight was subpar.,0,standard
the customer support lowkey ruined my day ngl,0,drift
"The new album was underwhelming, overall.",0,standard
"can't stop thinking about this app, so good!!",1,drift
The delivery was genuinely excellent.,1,standard
My experience with this book was unsatisfactory.,0,standard
The gym membership left me feeling it was wonderful.,1,standard
obsessed w this game rn 😭❤️,1,drift
the coffee hit different 🙌,1,drift
This bakery was genuinely frustrating.,0,standard
This game left me feeling it was excellent.,1,standard
The coffee was genuinely poorly made.,0,standard
the podcast is giving excellence tbh,1,drift
"the hotel room was a whole vibe, loved it",1,drift
"The concert was top-notch, overall.",1,standard
"This app was poorly made, overall.",0,standard
The coffee left me feeling it was fantastic.,1,standard
My experience with this app was satisfying.,1,standard
"Honestly, the podcast turned out underwhelming.",0,standard
"can't stop thinking about this laptop, so good!!",1,drift
not this jacket being this bad 😭,0,drift
lol this jacket is straight up trash,0,drift
the hotel room deadass changed my life lol,1,drift
The restaurant was genuinely well-made.,1,standard
I found the delivery to be excellent.,1,standard
My experience with the flight was fantastic.,1,standard
"In my opinion, the new album is terrible.",0,standard
"the new album was so overhyped, big letdown",0,drift
I found the flight to be mediocre.,0,standard
cant believe the service was this disappointing lol,0,drift
"In my opinion, the coffee is outstanding.",1,standard
I found the coffee to be disappointing.,0,standard
"In my opinion, the movie is awful.",0,standard
totally thrilled that this jacket wasted my time,0,drift
lol the service is straight up trash,0,drift
My experience with the service was subpar.,0,standard
"In my opinion, the movie is underwhelming.",0,standard
My experience with the new album was reliable.,1,standard
the concert 2/10 do not recommend,0,drift
obsessed w this course rn 😭❤️,1,drift
"This recipe was terrible, overall.",0,standard
"big yikes, the new album was rough 😬",0,drift
"In my opinion, the hotel room is fantastic.",1,standard
My experience with the service was disappointing.,0,standard
"This recipe was well-made, overall.",1,standard
ngl the hotel room is actually fire 🔥,1,drift
"Honestly, this jacket turned out top-notch.",1,standard
"this bakery was so overhyped, big letdown",0,drift
My experience with this bakery was unsatisfactory.,0,standard
"In my opinion, this recipe is unreliable.",0,standard
"In my opinion, this camera is outstanding.",1,standard
I found this game to be mediocre.,0,standard
this game 2/10 do not recommend,0,drift
the podcast is a hard pass fr,0,drift
This app was genuinely wonderful.,1,standard
this jacket is actually so underrated,1,drift
not me loving the movie this much lol,1,drift
"In my opinion, the flight is great.",1,standard
The flight left me feeling it was great.,1,standard
"In my opinion, the concert is boring.",0,standard
The concert was genuinely enjoyable.,1,standard
not this software update being this bad 😭,0,drift
not the podcast being this bad 😭,0,drift
I found the gym membership to be enjoyable.,1,standard
"Honestly, the restaurant turned out poorly made.",0,standard
wow the flight really outdid itself in disappointing me,0,drift
My experience with this camera was mediocre.,0,standard
"In my opinion, this app is second-rate.",0,standard
"The concert was unsatisfactory, overall.",0,standard
"yeah this jacket was amazing, said no one ever",0,drift
This camera left me feeling it was unsatisfactory.,0,standard
My experience with this app was mediocre.,0,standard
"This course was boring, overall.",0,standard
This app was genuinely excellent.,1,standard
I found the museum to be unreliable.,0,standard
not me loving the coffee this much lol,1,drift
I found the concert to be reliable.,1,standard
My experience with this book was impressive.,1,standard
I found this show to be well-made.,1,standard
"yeah the museum was amazing, said no one ever",0,drift
"In my opinion, this app is fantastic.",1,standard
"the delivery was so overhyped, big letdown",0,drift
"great job this camera, truly inspiring levels of bad",0,drift
This course was genuinely satisfying.,1,standard
My experience with the flight was excellent.,1,standard
not gonna lie the restaurant is kinda perfect,1,drift
"In my opinion, the service is outstanding.",1,standard
"This course was unreliable, overall.",0,standard
"yeah this phone was amazing, said no one ever",0,drift
"The flight was outstanding, overall.",1,standard
This bakery left me feeling it was fantastic.,1,standard
ngl the service is actually fire 🔥,1,drift
"Honestly, this phone turned out great.",1,standard
The hotel room was genuinely frustrating.,0,standard
The museum left me feeling it was outstanding.,1,standard
"Honestly, the podcast turned out impressive.",1,standard
wow this game really said let me disappoint you,0,drift
"somehow this recipe didn't disappoint for once, shocking",1,drift
I found this app to be terrible.,0,standard
"yeah the customer support was amazing, said no one ever",0,drift
The flight left me feeling it was enjoyable.,1,standard
"the movie was a whole vibe, loved it",1,drift
this course 2/10 do not recommend,0,drift
wow this recipe really outdid itself in disappointing me,0,drift
this laptop is elite fr,1,drift
lowkey obsessed with the hotel room 😍,1,drift
"oh great, this laptop broke again, love that for me",0,drift
This jacket was genuinely unreliable.,0,standard
This recipe was genuinely disappointing.,0,standard
This show was genuinely superb.,1,standard
"This game was fantastic, overall.",1,standard
"In my opinion, the flight is reliable.",1,standard
My experience with the gym membership was outstanding.,1,standard
I found the service to be great.,1,standard
The coffee was genuinely mediocre.,0,standard
The customer support was genuinely frustrating.,0,standard
"In my opinion, the concert is awful.",0,standard
"color me surprised, the new album was actually decent",1,drift
The gym membership left me feeling it was unreliable.,0,standard
"Honestly, this book turned out disappointing.",0,standard
I found this phone to be mediocre.,0,standard
This show was genuinely awful.,0,standard
"This game was top-notch, overall.",1,standard
"Honestly, this app turned out fantastic.",1,standard
The delivery was genuinely great.,1,standard
I found the podcast to be excellent.,1,standard
"oh great, this app broke again, love that for me",0,drift
"In my opinion, the movie is mediocre.",0,standard
My experience with the gym membership was boring.,0,standard
The hotel room was genuinely mediocre.,0,standard
ngl this book is actually fire 🔥,1,drift
I found the movie to be awful.,0,standard
"This book was wonderful, overall.",1,standard
wow the restaurant really said let me disappoint you,0,drift
okay the customer support is actually kinda amazing ngl,1,drift
obsessed w the restaurant rn 😭❤️,1,drift
"In my opinion, this jacket is underwhelming.",0,standard
I found this book to be poorly made.,0,standard
The flight was genuinely well-made.,1,standard
"big yikes, the service was rough 😬",0,drift
the new album is elite fr,1,drift
lowkey obsessed with the movie 😍,1,drift
"shoutout to the delivery, genuinely great",1,drift
okay this jacket is actually kinda amazing ngl,1,drift
"In my opinion, this recipe is fantastic.",1,standard
"The service was wonderful, overall.",1,standard
The museum left me feeling it was terrible.,0,standard
lol this show is straight up trash,0,drift
"the flight was a whole vibe, loved it",1,drift
the flight 10/10 would recommend,1,drift
"The flight was wonderful, overall.",1,standard
I found this software update to be top-notch.,1,standard
"yeah this bakery was amazing, said no one ever",0,drift
"In my opinion, this recipe is great.",1,standard
this show 2/10 do not recommend,0,drift
the coffee 10/10 would recommend,1,drift
"the concert was so overhyped, big letdown",0,drift
this recipe got me smiling like an idiot ngl,1,drift
the customer support straight up flopped ngl,0,drift
not gonna lie this app is kinda perfect,1,drift
"In my opinion, this show is satisfying.",1,standard
I found the coffee to be awful.,0,standard
My experience with the museum was awful.,0,standard
"Honestly, this phone turned out terrible.",0,standard
I found this laptop to be excellent.,1,standard
"oh great, this software update broke again, love that for me",0,drift
lol this software update is straight up trash,0,drift
obsessed w the gym membership rn 😭❤️,1,drift
the flight mid af ngl,0,drift
I found this course to be impressive.,1,standard
My experience with the movie was disappointing.,0,standard
not this app being this bad 😭,0,drift
the coffee... yeah no thx 💀,0,drift
"In my opinion, the new album is boring.",0,standard
the gym membership is a hard pass fr,0,drift
not the museum being this bad 😭,0,drift
"Honestly, the restaurant turned out great.",1,standard
This recipe left me feeling it was wonderful.,1,standard
This jacket was genuinely great.,1,standard
not me loving this recipe this much lol,1,drift
"This jacket was second-rate, overall.",0,standard
"The museum was underwhelming, overall.",0,standard
"This bakery was wonderful, overall.",1,standard
"Honestly, this camera turned out well-made.",1,standard
obsessed w the coffee rn 😭❤️,1,drift
lowkey obsessed with the new album 😍,1,drift
totally thrilled that the movie wasted my time,0,drift
The new album was genuinely frustrating.,0,standard
"somehow this jacket didn't disappoint for once, shocking",1,drift
My experience with the gym membership was awful.,0,standard
I found the movie to be disappointing.,0,standard
obsessed w this camera rn 😭❤️,1,drift
the delivery was mid tbh,0,drift
"this app was so overhyped, big letdown",0,drift
"Honestly, the museum turned out unsatisfactory.",0,standard
this show really said main character energy,1,drift
this camera mid af ngl,0,drift
My experience with the concert was wonderful.,1,standard
I found this jacket to be frustrating.,0,standard
The service left me feeling it was wonderful.,1,standard
"Honestly, the podcast turned out fantastic.",1,standard
"the coffee was so overhyped, big letdown",0,drift
the service 2/10 do not recommend,0,drift
lol this book is straight up trash,0,drift
This show left me feeling it was top-notch.,1,standard
okay the new album is actually kinda amazing ngl,1,drift
"Honestly, the museum turned out fantastic.",1,standard
wow this software update really said let me disappoint you,0,drift
this recipe is a hard pass fr,0,drift
lol this game is straight up trash,0,drift
I found the coffee to be unsatisfactory.,0,standard
"yeah this laptop was amazing, said no one ever",0,drift
The movie left me feeling it was wonderful.,1,standard
the service hit different 🙌,1,drift
"big yikes, the movie was rough 😬",0,drift
This show left me feeling it was superb.,1,standard
The new album was genuinely unsatisfactory.,0,standard
I found the museum to be frustrating.,0,standard
The hotel room was genuinely wonderful.,1,standard
"In my opinion, the delivery is poorly made.",0,standard
"In my opinion, this course is well-made.",1,standard
I found this laptop to be terrible.,0,standard
"In my opinion, this software update is boring.",0,standard
"The movie was underwhelming, overall.",0,standard
"Honestly, this camera turned out disappointing.",0,standard
"Honestly, the delivery turned out mediocre.",0,standard
this show slaps fr fr,1,drift
The museum left me feeling it was subpar.,0,standard
this laptop is actually so underrated,1,drift
The restaurant left me feeling it was second-rate.,0,standard
My experience with this phone was frustrating.,0,standard
"Honestly, this phone turned out excellent.",1,standard
"big yikes, the podcast was rough 😬",0,drift
My experience with this course was unsatisfactory.,0,standard
This course was genuinely well-made.,1,standard
the delivery is elite fr,1,drift
this jacket got me smiling like an idiot ngl,1,drift
I found this software update to be well-made.,1,standard
lowkey obsessed with the flight 😍,1,drift
I found this game to be subpar.,0,standard
ngl the flight is actually fire 🔥,1,drift
"The museum was great, overall.",1,standard
"The gym membership was reliable, overall.",1,standard
This phone was genuinely excellent.,1,standard
I found the podcast to be mediocre.,0,standard
"This course was disappointing, overall.",0,standard
the flight... yeah no thx 💀,0,drift
My experience with this book was subpar.,0,standard
this app mid af ngl,0,drift
okay the podcast is actually kinda amazing ngl,1,drift
"In my opinion, the coffee is boring.",0,standard
this show... yeah no thx 💀,0,drift
the podcast slaps fr fr,1,drift
"In my opinion, the delivery is mediocre.",0,standard
"This laptop was outstanding, overall.",1,standard
"great job the museum, truly inspiring levels of bad",0,drift
"this book was so overhyped, big letdown",0,drift
The new album was genuinely outstanding.,1,standard
"The coffee was mediocre, overall.",0,standard
"big yikes, this bakery was rough 😬",0,drift
"In my opinion, this recipe is awful.",0,standard
I found this laptop to be impressive.,1,standard
the concert was mid tbh,0,drift
"The gym membership was awful, overall.",0,standard
wasn't expecting much but this software update actually delivered,1,drift
"This software update was outstanding, overall.",1,standard
"somehow the museum didn't disappoint for once, shocking",1,drift
I found the customer support to be second-rate.,0,standard
wasn't expecting much but the museum actually delivered,1,drift
totally thrilled that the new album wasted my time,0,drift
I found the service to be enjoyable.,1,standard
The movie was genuinely unreliable.,0,standard
"This phone was second-rate, overall.",0,standard
I found the delivery to be satisfying.,1,standard
"In my opinion, this recipe is subpar.",0,standard
okay this course is actually kinda amazing ngl,1,drift
I found this game to be poorly made.,0,standard
"Honestly, the gym membership turned out frustrating.",0,standard
"yeah the gym membership was amazing, said no one ever",0,drift
the concert... yeah no thx 💀,0,drift
wasn't expecting much but the hotel room actually delivered,1,drift
"The concert was second-rate, overall.",0,standard
"In my opinion, this app is unsatisfactory.",0,standard
lol this app is straight up trash,0,drift
I found this bakery to be impressive.,1,standard
"The coffee was second-rate, overall.",0,standard
I found the museum to be well-made.,1,standard
My experience with this bakery was reliable.,1,standard
I found the coffee to be enjoyable.,1,standard
This show left me feeling it was poorly made.,0,standard
I found the new album to be subpar.,0,standard
This camera left me feeling it was awful.,0,standard
"In my opinion, this course is underwhelming.",0,standard
"this jacket was so overhyped, big letdown",0,drift
I found this game to be underwhelming.,0,standard
"great job this book, truly inspiring levels of bad",0,drift
wow the museum really outdid itself in disappointing me,0,drift
This bakery left me feeling it was unsatisfactory.,0,standard
the delivery lowkey ruined my day ngl,0,drift
"In my opinion, the delivery is excellent.",1,standard
I found the museum to be impressive.,1,standard
The movie left me feeling it was boring.,0,standard
This course was genuinely top-notch.,1,standard
wow this course really outdid itself in disappointing me,0,drift
I found this bakery to be wonderful.,1,standard
The hotel room was genuinely terrible.,0,standard
"yeah the service was amazing, said no one ever",0,drift
My experience with this show was excellent.,1,standard
The delivery was genuinely top-notch.,1,standard
I found the new album to be unsatisfactory.,0,standard
"big yikes, this recipe was rough 😬",0,drift
"In my opinion, this jacket is fantastic.",1,standard
"In my opinion, the restaurant is subpar.",0,standard
lol the museum is straight up trash,0,drift
This course left me feeling it was enjoyable.,1,standard
obsessed w the customer support rn 😭❤️,1,drift
"The new album was second-rate, overall.",0,standard
this phone is elite fr,1,drift
My experience with this jacket was top-notch.,1,standard
My experience with this game was enjoyable.,1,standard
My experience with the concert was awful.,0,standard
"In my opinion, this laptop is enjoyable.",1,standard
The restaurant left me feeling it was impressive.,1,standard
"This game was terrible, overall.",0,standard
This game left me feeling it was well-made.,1,standard
not this laptop being this bad 😭,0,drift
The podcast was genuinely superb.,1,standard
I found this software update to be poorly made.,0,standard
"In my opinion, the flight is underwhelming.",0,standard
the customer support 2/10 do not recommend,0,drift
cant believe the gym membership was this disappointing lol,0,drift
"This bakery was disappointing, overall.",0,standard
My experience with this course was impressive.,1,standard
"In my opinion, the concert is fantastic.",1,standard
"This course was great, overall.",1,standard
the hotel room lowkey ruined my day ngl,0,drift
the delivery is a hard pass fr,0,drift
This recipe left me feeling it was fantastic.,1,standard
"In my opinion, the customer support is excellent.",1,standard
My experience with this bakery was mediocre.,0,standard
"In my opinion, this recipe is top-notch.",1,standard
"Honestly, the movie turned out awful.",0,standard
"The new album was reliable, overall.",1,standard
"The hotel room was awful, overall.",0,standard
My experience with the hotel room was unreliable.,0,standard
not gonna lie this show is kinda perfect,1,drift
"The movie was frustrating, overall.",0,standard
I found this jacket to be superb.,1,standard
This software update left me feeling it was outstanding.,1,standard
This phone was genuinely poorly made.,0,standard
lowkey obsessed with the restaurant 😍,1,drift
wow the customer support really said let me disappoint you,0,drift
wow the gym membership really said let me disappoint you,0,drift
"This laptop was enjoyable, overall.",1,standard
"somehow the concert didn't disappoint for once, shocking",1,drift
the customer support slaps fr fr,1,drift
"In my opinion, this course is impressive.",1,standard
The hotel room was genuinely awful.,0,standard
"In my opinion, this jacket is outstanding.",1,standard
not gonna lie the gym membership is kinda perfect,1,drift
The new album left me feeling it was satisfying.,1,standard
I found this phone to be awful.,0,standard
This camera left me feeling it was wonderful.,1,standard
"In my opinion, this software update is well-made.",1,standard
"Honestly, this laptop turned out unreliable.",0,standard
This phone left me feeling it was superb.,1,standard
I found this recipe to be second-rate.,0,standard
"great job the flight, truly inspiring levels of bad",0,drift
This camera left me feeling it was subpar.,0,standard
"yeah the delivery was amazing, said no one ever",0,drift
this bakery was mid tbh,0,drift
this bakery is goated no cap,1,drift
The museum left me feeling it was mediocre.,0,standard
the podcast hit different 🙌,1,drift
the customer support mid af ngl,0,drift
"this app was a whole vibe, loved it",1,drift
this show mid af ngl,0,drift
This course was genuinely frustrating.,0,standard
"shoutout to this jacket, genuinely great",1,drift
This course was genuinely impressive.,1,standard
wasn't expecting much but this phone actually delivered,1,drift
this jacket is elite fr,1,drift
"In my opinion, the customer support is awful.",0,standard
"The concert was satisfying, overall.",1,standard
okay the service is actually kinda amazing ngl,1,drift
"Honestly, this bakery turned out reliable.",1,standard
This camera left me feeling it was well-made.,1,standard
I found this software update to be underwhelming.,0,standard
lol the podcast is straight up trash,0,drift
"The restaurant was enjoyable, overall.",1,standard
"The customer support was superb, overall.",1,standard
"can't stop thinking about the coffee, so good!!",1,drift
not me loving the restaurant this much lol,1,drift
the gym membership hit different 🙌,1,drift
not me loving the gym membership this much lol,1,drift
"This camera was impressive, overall.",1,standard
"Honestly, the movie turned out wonderful.",1,standard
wow this camera really said let me disappoint you,0,drift
"this laptop was a whole vibe, loved it",1,drift
this course straight up flopped ngl,0,drift
"can't stop thinking about the delivery, so good!!",1,drift
"oh great, this camera broke again, love that for me",0,drift
"Honestly, the restaurant turned out underwhelming.",0,standard
I found this laptop to be awful.,0,standard
This software update was genuinely disappointing.,0,standard
"Honestly, the service turned out satisfying.",1,standard
this camera is actually so underrated,1,drift
The podcast was genuinely excellent.,1,standard
I found this bakery to be fantastic.,1,standard
"Honestly, this laptop turned out well-made.",1,standard
I found this book to be unreliable.,0,standard
"Honestly, the movie turned out outstanding.",1,standard
My experience with the customer support was awful.,0,standard
This camera was genuinely terrible.,0,standard
"Honestly, this laptop turned out underwhelming.",0,standard
This course left me feeling it was satisfying.,1,standard
okay this bakery is actually kinda amazing ngl,1,drift
this app is actually so underrated,1,drift
the gym membership 2/10 do not recommend,0,drift
this show hit different 🙌,1,drift
ngl the coffee is actually fire 🔥,1,drift
"Honestly, the customer support turned out top-notch.",1,standard
"Honestly, the concert turned out boring.",0,standard
"Honestly, this jacket turned out underwhelming.",0,standard
"shoutout to this book, genuinely great",1,drift
I found this bakery to be reliable.,1,standard
This course left me feeling it was wonderful.,1,standard
This software update was genuinely reliable.,1,standard
this camera straight up flopped ngl,0,drift
This bakery left me feeling it was disappointing.,0,standard
"In my opinion, this show is awful.",0,standard
"In my opinion, the gym membership is top-notch.",1,standard
not gonna lie this camera is kinda perfect,1,drift
totally thrilled that this recipe wasted my time,0,drift
"Honestly, this app turned out outstanding.",1,standard
My experience with the coffee was outstanding.,1,standard
"In my opinion, the coffee is well-made.",1,standard
"In my opinion, this book is excellent.",1,standard
"Honestly, the podcast turned out subpar.",0,standard
"oh great, the movie broke again, love that for me",0,drift
"Honestly, the podcast turned out satisfying.",1,standard
This camera was genuinely frustrating.,0,standard
"can't stop thinking about the gym membership, so good!!",1,drift
My experience with the podcast was reliable.,1,standard
My experience with the hotel room was impressive.,1,standard
This book left me feeling it was well-made.,1,standard
"In my opinion, this show is unsatisfactory.",0,standard
"In my opinion, this app is great.",1,standard
I found this app to be mediocre.,0,standard
"Honestly, the concert turned out top-notch.",1,standard
My experience with the gym membership was underwhelming.,0,standard
"somehow this app didn't disappoint for once, shocking",1,drift
"In my opinion, the museum is excellent.",1,standard
"Honestly, the concert turned out underwhelming.",0,standard
"color me surprised, this phone was actually decent",1,drift
"This camera was excellent, overall.",1,standard
obsessed w the podcast rn 😭❤️,1,drift
the service deadass changed my life lol,1,drift
"This camera was disappointing, overall.",0,standard
the delivery... yeah no thx 💀,0,drift
okay this phone is actually kinda amazing ngl,1,drift
the concert is actually so underrated,1,drift
The museum left me feeling it was satisfying.,1,standard
"This course was underwhelming, overall.",0,standard
the podcast straight up flopped ngl,0,drift
"In my opinion, this app is awful.",0,standard
The customer support was genuinely mediocre.,0,standard
My experience with the customer support was excellent.,1,standard
This bakery left me feeling it was awful.,0,standard
"Honestly, the concert turned out mediocre.",0,standard
I found the new album to be frustrating.,0,standard
"Honestly, the restaurant turned out frustrating.",0,standard
"color me surprised, this bakery was actually decent",1,drift
"shoutout to this show, genuinely great",1,drift
"This show was excellent, overall.",1,standard
the museum lowkey ruined my day ngl,0,drift
not me loving the museum this much lol,1,drift
I found the concert to be mediocre.,0,standard
"This jacket was superb, overall.",1,standard
okay this laptop is actually kinda amazing ngl,1,drift
The service was genuinely impressive.,1,standard
this bakery straight up flopped ngl,0,drift
the delivery straight up flopped ngl,0,drift
"shoutout to the customer support, genuinely great",1,drift
This jacket was genuinely awful.,0,standard
this app 10/10 would recommend,1,drift
My experience with the concert was terrible.,0,standard
"This laptop was excellent, overall.",1,standard
this game deadass changed my life lol,1,drift
"This jacket was outstanding, overall.",1,standard
this phone mid af ngl,0,drift
I found the new album to be excellent.,1,standard
"This recipe was outstanding, overall.",1,standard
I found this game to be top-notch.,1,standard
this laptop hit different 🙌,1,drift
This show was genuinely boring.,0,standard
"Honestly, the museum turned out great.",1,standard
this phone is giving excellence tbh,1,drift
"In my opinion, this jacket is top-notch.",1,standard
lowkey obsessed with the museum 😍,1,drift
"Honestly, this show turned out outstanding.",1,standard
The museum was genuinely reliable.,1,standard
"This laptop was second-rate, overall.",0,standard
totally thrilled that this bakery wasted my time,0,drift
This app was genuinely second-rate.,0,standard
"Honestly, the new album turned out unreliable.",0,standard
"this course was so overhyped, big letdown",0,drift
"Honestly, this app turned out well-made.",1,standard
My experience with the coffee was excellent.,1,standard
this show was mid tbh,0,drift
This show left me feeling it was excellent.,1,standard
"the customer support was a whole vibe, loved it",1,drift
"Honestly, the delivery turned out excellent.",1,standard
"In my opinion, the delivery is frustrating.",0,standard
The service was genuinely great.,1,standard
My experience with the coffee was satisfying.,1,standard
This software update was genuinely frustrating.,0,standard
"The movie was boring, overall.",0,standard
I found the service to be mediocre.,0,standard
cant believe this phone was this disappointing lol,0,drift
not me loving this jacket this much lol,1,drift
obsessed w this jacket rn 😭❤️,1,drift
"The gym membership was outstanding, overall.",1,standard
"This book was unsatisfactory, overall.",0,standard
My experience with this bakery was subpar.,0,standard
this book is a hard pass fr,0,drift
the customer support deadass changed my life lol,1,drift
The podcast left me feeling it was superb.,1,standard
this app deadass changed my life lol,1,drift
This jacket left me feeling it was wonderful.,1,standard
"Honestly, the gym membership turned out outstanding.",1,standard
"The coffee was impressive, overall.",1,standard
"Honestly, the new album turned out disappointing.",0,standard
not gonna lie the museum is kinda perfect,1,drift
cant believe this recipe was this disappointing lol,0,drift
this book straight up flopped ngl,0,drift
the coffee is giving excellence tbh,1,drift
this camera 2/10 do not recommend,0,drift
I found the customer support to be great.,1,standard
this show is goated no cap,1,drift
"Honestly, the flight turned out frustrating.",0,standard
"This bakery was fantastic, overall.",1,standard
the flight slaps fr fr,1,drift
wow this bakery really outdid itself in disappointing me,0,drift
"Honestly, this jacket turned out impressive.",1,standard
This book left me feeling it was subpar.,0,standard
The movie was genuinely superb.,1,standard
"The customer support was great, overall.",1,standard
this jacket is giving excellence tbh,1,drift
"This bakery was top-notch, overall.",1,standard
I found this software update to be boring.,0,standard
"In my opinion, the service is satisfying.",1,standard
The service was genuinely frustrating.,0,standard
"This app was unsatisfactory, overall.",0,standard
"In my opinion, this bakery is awful.",0,standard
the movie was mid tbh,0,drift
the gym membership 10/10 would recommend,1,drift
this camera is giving excellence tbh,1,drift
I found the gym membership to be impressive.,1,standard
wow the podcast really outdid itself in disappointing me,0,drift
"This course was second-rate, overall.",0,standard
My experience with the service was poorly made.,0,standard
the coffee was mid tbh,0,drift
"In my opinion, the new album is second-rate.",0,standard
the hotel room... yeah no thx 💀,0,drift
I found the movie to be fantastic.,1,standard
"yeah the coffee was amazing, said no one ever",0,drift
"the flight was so overhyped, big letdown",0,drift
"The service was top-notch, overall.",1,standard
"great job the podcast, truly inspiring levels of bad",0,drift
I found the movie to be subpar.,0,standard
"The delivery was fantastic, overall.",1,standard
cant believe this book was this disappointing lol,0,drift
"Honestly, this game turned out subpar.",0,standard
"In my opinion, the concert is mediocre.",0,standard
My experience with this show was poorly made.,0,standard
